"language_code","language_name","term_source","openai_translated_term","openai_completion_tokens","openai_created","openai_finish_reason","openai_model","openai_prompt_tokens","openai_total_tokens","openai_translation_rationale","openai_translation","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","enmt_translated_term","exclude_lingvanex","lingvanex_translated_term","exclude_ollama","ollama_system_prompt","ollama_user_prompt","ollama_content","ollama_model","ollama_created_at","ollama_total_duration","ollama_load_duration","ollama_prompt_eval_count","ollama_prompt_eval_duration","ollama_eval_count","ollama_eval_duration","ollama_done_reason","ollama_translated_term","ollama_translation_rationale","ollama_extracted_dictionaries","ollama_translation","exclude_openai","openai_system_prompt","openai_user_prompt","coding_dh_date_x","coding_dh_date_y","family_name"
"he","Hebrew (modern)","Digital Humanities","מדעי הרוח הדיגיטליים","92.0","1776559477.0","stop","gpt-4o-2024-08-06","71.0","163.0","The term 'Digital Humanities' is commonly translated in Hebrew as 'מדעי הרוח הדיגיטליים', which literally means 'the digital humanities.' This translation preserves the structure and meaning of the original English phrase, where 'מדעי הרוח' means 'the humanities' and 'הדיגיטליים' reflects 'digital.'","","מדעי הרוח הדיגיטליים","מדעי הרוח הדיגיטליים","2026-04-18 19:44:38","False","מדעי הרוח הדיגיטליים","False","Humanital Humanities","False","מדעי הרוח הדיגיטליים","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hebrew (modern) (ISO code: he). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""אדופים-למחקר"",
  ""translation_rationale"": ""Acronym for Hebrew, literally 'digital research'""
}","llama3.1","2026-04-19T00:26:12.305248Z","855611375.0","79269458.0","75.0","302749375.0","40.0","462082626.0","stop","אדופים-למחקר","Acronym for Hebrew, literally 'digital research'","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hebrew (modern) (ISO code: he). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Afro-Asiatic languages"
"haw","Hawaiian","Digital Humanities","ʻIkeʻike Hou","76.0","1776559475.0","stop","gpt-4o-2024-08-06","68.0","144.0","The term 'Digital Humanities' does not have a direct equivalent in Hawaiian. 'ʻIkeʻike Hou' integrates the concept of 'new knowledge' or 'new learning', which encompasses the digital aspect of expanding and exploring humanities through modern technology.","","","","2026-04-18 19:44:36","False","Nā Humanities Kikohoʻe","True","","False","Digital Humanities","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hawaiian (ISO code: haw). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Nā Kūkāwai Ola"",
  ""translation_rationale"": ""Combining the Hawaiian words for 'digital' (nā kūkā) and 'humanities' (ola), which means 'living things'""
}","llama3.1","2026-04-19T00:26:09.424609Z","1081508125.0","83499333.0","73.0","307388083.0","58.0","673786377.0","stop","Nā Kūkāwai Ola","Combining the Hawaiian words for 'digital' (nā kūkā) and 'humanities' (ola), which means 'living things'","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hawaiian (ISO code: haw). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Austronesian languages"
"hak","Hakka Chinese","Digital Humanities","數位人文","81.0","1776559472.0","stop","gpt-4o-2024-08-06","70.0","151.0","The term 'Digital Humanities' is commonly translated as '數位人文' in Hakka, where '數位' means 'digital' and '人文' means 'humanities'. This translation is consistent with other Chinese dialects and is widely understood within the Hakka-speaking academic community.","","","","2026-04-18 19:44:33","True","","True","","True","","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hakka Chinese (ISO code: hak). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Sino-Tibetan languages"
"ha","Hausa","Digital Humanities","Finafinan Zamani na Ilimin Dan Adam","57.0","1776559466.0","stop","gpt-4o-2024-08-06","68.0","125.0","The term is translated to reflect the interdisciplinary approach combining digital technology (Finafinan Zamani) with humanities (Ilimin Dan Adam).","","","","2026-04-18 19:44:31","False","Dan Adam na Dijital","False","KCharselect unicode block name","False","Digital Humanities","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hausa (ISO code: ha). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{""translated_term"": ""Kiwatin Sauran-al'ada na Digital"", ""translation_rationale"": ""Combining Hausa words for digital (kiwati) and humanities (sauran al'ada na)""}","llama3.1","2026-04-19T00:26:06.318732Z","942257125.0","81773709.0","73.0","298650792.0","48.0","548155875.0","stop","Kiwatin Sauran-al'ada na Digital","Combining Hausa words for digital (kiwati) and humanities (sauran al'ada na)","[{'translated_term': ""Kiwatin Sauran-al'ada na Digital"", 'translation_rationale': ""Combining Hausa words for digital (kiwati) and humanities (sauran al'ada na)""}]","Kiwatin Sauran-al'ada na Digital","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Hausa (ISO code: ha). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Afro-Asiatic languages"
"gv","Manx","Digital Humanities","Sheeinyn Daadjieel","71.0","1776559464.0","stop","gpt-4o-2024-08-06","69.0","140.0","In Manx, 'Sheeinyn' translates to 'Humanities' and 'Daadjieel' translates to 'Digital.' This provides an accurate representation of the English term 'Digital Humanities' within the context of the Manx language.","","","","2026-04-18 19:44:25","False","Dooinney Digitagh","False","Aghtyn mair-chlaa","True","","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Manx (ISO code: gv). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"gu","Gujarati","Digital Humanities","ડિજિટલ માનવવિજ્ઞાન","83.0","1776559462.0","stop","gpt-4o-2024-08-06","68.0","151.0","The term 'Digital Humanities' combines the technological aspect ('Digital') with the study of human culture ('Humanities'). In Gujarati, 'ડિજિટલ' is a transliteration of 'Digital', and 'માનવવિજ્ઞાન' represents 'Humanities', denoting fields that study human society and culture.","","","","2026-04-18 19:44:23","False","ડિજિટલ હ્યુમેનિટીઝ","True","","False","ડિજિટલ માનવતા","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Gujarati (ISO code: gu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""ડિજિટલ માન્યતાઓ"",
  ""translation_rationale"": ""Combining Gujarati words ડિગિટલ (digital) and માન્યતાઓ (humanities)""
}","llama3.1","2026-04-19T00:26:03.350932Z","1410172500.0","76027083.0","73.0","300815375.0","86.0","1010316254.0","stop","ડિજિટલ માન્યતાઓ","Combining Gujarati words ડિગિટલ (digital) and માન્યતાઓ (humanities)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Gujarati (ISO code: gu). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"gl","Galician","Digital Humanities","Humanidades Dixitais","56.0","1776559457.0","stop","gpt-4o-2024-08-06","69.0","125.0","The term 'Digital Humanities' is translated into Galician as 'Humanidades Dixitais' to maintain the exact meaning and context of combining the studies of humanities with digital technologies.","","","","2026-04-18 19:44:18","False","Humanidades Dixitais","False","Humanos dixitais","False","Humanidades Dixitais","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Galician (ISO code: gl). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Humanidades Digitais"",
  ""translation_rationale"": ""The translation is a direct adaptation of the English term, following common Galician language usage in academic and technical contexts.""
}","llama3.1","2026-04-19T00:25:53.21319Z","895510625.0","80284500.0","73.0","301638417.0","44.0","500725833.0","stop","Humanidades Digitais","The translation is a direct adaptation of the English term, following common Galician language usage in academic and technical contexts.","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Galician (ISO code: gl). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"gil","Gilbertese","Digital Humanities","Muaakarewe Maiaki","67.0","1776559455.0","stop","gpt-4o-2024-08-06","69.0","136.0","In Gilbertese, 'muaakarewe' refers to 'digital' concepts, and 'maiaki' is the term for 'humanities,' both reflecting the modern academic field that intersects technology and humanities.","","","","2026-04-18 19:44:16","True","","False","Aroia Aomata n Tokanikai i Aoni Bwaai ni Kabane","True","","True","","","","","","","","","","","","","","","","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Gilbertese (ISO code: gil). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Austronesian languages"
"gd","Scottish Gaelic","Digital Humanities","Daonnachdan Didseatach","84.0","1776559453.0","stop","gpt-4o-2024-08-06","69.0","153.0","The term 'Digital Humanities' is translated into Scottish Gaelic by combining 'Daonnachdan' meaning 'Humanities' and 'Didseatach' meaning 'Digital'. This translation maintains the essence and meaning of the original English term in the context of scholarly disciplines involving both digital technology and the humanities.","","","","2026-04-18 19:44:14","False","Daonnachdan Didseatach","True","","False","Daonnachdan Didseatach","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Scottish Gaelic (ISO code: gd). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Dòchasach Dhaonnachd"",
  ""translation_rationale"": ""Composition of Gaelic words 'Dòchasach' (digital) and 'Dhaonnachd' (humanities)""
}","llama3.1","2026-04-19T00:25:50.295491Z","1003090500.0","83678584.0","74.0","305720458.0","52.0","598463668.0","stop","Dòchasach Dhaonnachd","Composition of Gaelic words 'Dòchasach' (digital) and 'Dhaonnachd' (humanities)","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Scottish Gaelic (ISO code: gd). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
"gbm","Garhwali","Digital Humanities","डिजिटल मानविकी","57.0","1776559451.0","stop","gpt-4o-2024-08-06","71.0","128.0","Garhwali, like many other languages in the region, often incorporates modern terms directly from English due to lack of pre-existing terms that cover emerging fields such as digital humanities.","","","","2026-04-18 19:44:12","True","","True","","True","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Garhwali (ISO code: gbm). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","{
  ""translated_term"": ""Dijitilal Mahavidhyaa"",
  ""translation_rationale"": ""Combining 'Digital' and 'Humanities' with Garhwali suffix '-aal' to indicate a field of study, and using 'Mahavidhyaa' which means a system or science in Garhwali.""
}","llama3.1","2026-04-19T00:25:47.271997Z","1236752958.0","73890125.0","75.0","307497334.0","70.0","835274832.0","stop","Dijitilal Mahavidhyaa","Combining 'Digital' and 'Humanities' with Garhwali suffix '-aal' to indicate a field of study, and using 'Mahavidhyaa' which means a system or science in Garhwali.","[]","","False","You are a Digital Humanities scholar who speaks many languages.","Translate 'Digital Humanities' into Garhwali (ISO code: gbm). IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format: {""translated_term"": ""your translation"", ""translation_rationale"": ""brief reason""}","","","Indo-European languages"
