language_code,language_name,term_source,llama_translated_term,llama_content,llama_created_at,llama_done_reason,llama_eval_count,llama_eval_duration,llama_extracted_dictionaries,llama_load_duration,llama_model,llama_prompt_eval_count,llama_prompt_eval_duration,llama_total_duration,llama_translation,llama_translation_rationale,term,llama_system_prompt,llama_user_prompt,coding_dh_date,exclude_llama,wikipedia_translated_term,family_name,gt_translated_term,enmt_translated_term,exclude_google_cloud_translate,lingvanex_translated_term,exclude_easynmt
hno,Northern Hindko,Digital Humanities,ਡੀਜੀਟਲ ਮਨੁੱਖਤਾ,"{
""translated_term"": ""ਡੀਜੀਟਲ ਮਨੁੱਖਤਾ"",
""translation_rationale"": ""ਇਹ ਸ਼ਬਦ ਪੰਜਾਬੀ ਵਿੱਚ 'ਡੀਜੀਟਲ' ਅਤੇ 'ਮਨੁੱਖਤਾ' ਦੋਹਾਂ ਸ਼ਬਦਾਂ ਦਾ ਮਿਲਾਪ ਹੈ, ਜਿਸਦਾ ਅਰਥ 'ਡੀਜੀਟਲ ਐਨਕਲੋਜ਼' ਵਿੱਚ ਮਨੁੱਖੀ ਪ੍ਰਭਾਵ ਅਤੇ ਸਹਿਯੋਗ ਦੀ ਕਲਾ ਹੈ।""
}",2026-05-12T00:56:59.620475Z,stop,260.0,7409010994.0,[],76495875.0,llama3.1:latest,146.0,168798916.0,7728989166.0,,"ਇਹ ਸ਼ਬਦ ਪੰਜਾਬੀ ਵਿੱਚ 'ਡੀਜੀਟਲ' ਅਤੇ 'ਮਨੁੱਖਤਾ' ਦੋਹਾਂ ਸ਼ਬਦਾਂ ਦਾ ਮਿਲਾਪ ਹੈ, ਜਿਸਦਾ ਅਰਥ 'ਡੀਜੀਟਲ ਐਨਕਲੋਜ਼' ਵਿੱਚ ਮਨੁੱਖੀ ਪ੍ਰਭਾਵ ਅਤੇ ਸਹਿਯੋਗ ਦੀ ਕਲਾ ਹੈ।",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Northern Hindko speaker and translation expert. Translate 'Digital Humanities' into Northern Hindko (ISO code: hno).

Please provide your rationale in Northern Hindko, not English — unless Northern Hindko is English or you have a strong reason to use English. Writing in Northern Hindko demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Northern Hindko):
{""translated_term"": ""your translation in Northern Hindko"", ""translation_rationale"": ""your explanation in Northern Hindko""}",2026-05-11 19:56:59,False,,,,,,,
hnn,Hanunoo,Digital Humanities,Kagayanon Kulturali Digit,"{""translated_term"": ""Kagayanon Kulturali Digit"", ""translation_rationale"": ""Kagayanon - from Kagay-an, meaning 'digital' or 'computer'; Kulturali - from kultura, meaning 'humanities'; Digit - from digit, directly borrowed and adapted to fit the Hanunoo phonology""}",2026-05-12T00:56:49.859371Z,stop,71.0,1665234290.0,"[{'translated_term': 'Kagayanon Kulturali Digit', 'translation_rationale': ""Kagayanon - from Kagay-an, meaning 'digital' or 'computer'; Kulturali - from kultura, meaning 'humanities'; Digit - from digit, directly borrowed and adapted to fit the Hanunoo phonology""}]",78245167.0,llama3.1:latest,146.0,176745333.0,1942457834.0,Kagayanon Kulturali Digit,"Kagayanon - from Kagay-an, meaning 'digital' or 'computer'; Kulturali - from kultura, meaning 'humanities'; Digit - from digit, directly borrowed and adapted to fit the Hanunoo phonology",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Hanunoo speaker and translation expert. Translate 'Digital Humanities' into Hanunoo (ISO code: hnn).

Please provide your rationale in Hanunoo, not English — unless Hanunoo is English or you have a strong reason to use English. Writing in Hanunoo demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Hanunoo):
{""translated_term"": ""your translation in Hanunoo"", ""translation_rationale"": ""your explanation in Hanunoo""}",2026-05-11 19:56:49,False,,,,,,,
hne,Chhattisgarhi,Digital Humanities,Digital Humanities के रूप में डिजिटल इंसानियत,"{""translated_term"": ""Digital Humanities के रूप में डिजिटल इंसानियत"", ""translation_rationale"": ""मैंने 'डिजिटल' शब्द को हिंदी से लिया है और 'ह्यूमैनिटीज़' को अंग्रेजी से लिया है, जिसका अर्थ है इंसानियत। इस प्रकार, डिजिटल इंसानियत का अर्थ है इंसानियत के अध्ययन में डिजिटल तकनीकों का उपयोग करना।""}",2026-05-12T00:56:45.891136Z,stop,134.0,2670440919.0,"[{'translated_term': 'Digital Humanities के रूप में डिजिटल इंसानियत', 'translation_rationale': ""मैंने 'डिजिटल' शब्द को हिंदी से लिया है और 'ह्यूमैनिटीज़' को अंग्रेजी से लिया है, जिसका अर्थ है इंसानियत। इस प्रकार, डिजिटल इंसानियत का अर्थ है इंसानियत के अध्ययन में डिजिटल तकनीकों का उपयोग करना।""}]",72648375.0,llama3.1:latest,162.0,197007875.0,2972467375.0,Digital Humanities के रूप में डिजिटल इंसानियत,"मैंने 'डिजिटल' शब्द को हिंदी से लिया है और 'ह्यूमैनिटीज़' को अंग्रेजी से लिया है, जिसका अर्थ है इंसानियत। इस प्रकार, डिजिटल इंसानियत का अर्थ है इंसानियत के अध्ययन में डिजिटल तकनीकों का उपयोग करना।",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Chhattisgarhi speaker and translation expert. Translate 'Digital Humanities' into Chhattisgarhi (ISO code: hne).

Please provide your rationale in Chhattisgarhi, not English — unless Chhattisgarhi is English or you have a strong reason to use English. Writing in Chhattisgarhi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Chhattisgarhi):
{""translated_term"": ""your translation in Chhattisgarhi"", ""translation_rationale"": ""your explanation in Chhattisgarhi""}",2026-05-11 19:56:45,False,,,,,,,
hnd,Southern Hindko,Digital Humanities,ਡੀਜੀਟਲ ਮਨੁੱਖਤਾ ਦੇ ਸਿਧਾਂਤ,"{""translated_term"": ""ਡੀਜੀਟਲ ਮਨੁੱਖਤਾ ਦੇ ਸਿਧਾਂਤ"", ""translation_rationale"": ""ਹੰਢ ਵਿਚ, 'ਡੀਜੀਟਲ' ਅਕਸ਼ਰ ਨੂੰ ਪਹਿਲਾਂ ਮਤਲਬ ਦੱਸਣਾ ਜ਼ਰੂਰੀ ਹੈ। ਇਹ ਅਕਸ਼ਰ 'ਡਿਜੀਟਲ' ਵਿਚ ਤੋਂ ਆਇਆ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ ਹੈ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ'। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ' ਹੈ। ਫਿਰ ਸ਼ਬਦ 'ਹਿਉਮੈਨਿਟੀ' ਵਿਚ, ਜੋ ਕਿ ਇੱਕ ਅੰਗਰੇਜ਼ੀ ਸ਼ਬਦ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ 'ਮਨੁੱਖਤਾ' ਹੈ। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ ਮਨੁੱਖਤਾ' ਹੈ। ਫਿਰ, ਸ਼ਬਦ 'ਸਿਧਾਂਤ' ਵਿਚ, ਜੋ ਕਿ ਇੱਕ ਅੰਗਰੇਜ਼ੀ ਸ਼ਬਦ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ 'ਥਿਊਰੀ' ਹੈ। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ ਮਨੁੱਖਤਾ ਦੀ ਥਿਊਰੀ' ਹੈ।""}",2026-05-12T00:56:40.892206Z,stop,749.0,20405536826.0,"[{'translated_term': 'ਡੀਜੀਟਲ ਮਨੁੱਖਤਾ ਦੇ ਸਿਧਾਂਤ', 'translation_rationale': ""ਹੰਢ ਵਿਚ, 'ਡੀਜੀਟਲ' ਅਕਸ਼ਰ ਨੂੰ ਪਹਿਲਾਂ ਮਤਲਬ ਦੱਸਣਾ ਜ਼ਰੂਰੀ ਹੈ। ਇਹ ਅਕਸ਼ਰ 'ਡਿਜੀਟਲ' ਵਿਚ ਤੋਂ ਆਇਆ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ ਹੈ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ'। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ' ਹੈ। ਫਿਰ ਸ਼ਬਦ 'ਹਿਉਮੈਨਿਟੀ' ਵਿਚ, ਜੋ ਕਿ ਇੱਕ ਅੰਗਰੇਜ਼ੀ ਸ਼ਬਦ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ 'ਮਨੁੱਖਤਾ' ਹੈ। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ ਮਨੁੱਖਤਾ' ਹੈ। ਫਿਰ, ਸ਼ਬਦ 'ਸਿਧਾਂਤ' ਵਿਚ, ਜੋ ਕਿ ਇੱਕ ਅੰਗਰੇਜ਼ੀ ਸ਼ਬਦ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ 'ਥਿਊਰੀ' ਹੈ। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ ਮਨੁੱਖਤਾ ਦੀ ਥਿਊਰੀ' ਹੈ।""}]",69588916.0,llama3.1:latest,146.0,170873834.0,20797520750.0,ਡੀਜੀਟਲ ਮਨੁੱਖਤਾ ਦੇ ਸਿਧਾਂਤ,"ਹੰਢ ਵਿਚ, 'ਡੀਜੀਟਲ' ਅਕਸ਼ਰ ਨੂੰ ਪਹਿਲਾਂ ਮਤਲਬ ਦੱਸਣਾ ਜ਼ਰੂਰੀ ਹੈ। ਇਹ ਅਕਸ਼ਰ 'ਡਿਜੀਟਲ' ਵਿਚ ਤੋਂ ਆਇਆ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ ਹੈ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ'। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ' ਹੈ। ਫਿਰ ਸ਼ਬਦ 'ਹਿਉਮੈਨਿਟੀ' ਵਿਚ, ਜੋ ਕਿ ਇੱਕ ਅੰਗਰੇਜ਼ੀ ਸ਼ਬਦ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ 'ਮਨੁੱਖਤਾ' ਹੈ। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ ਮਨੁੱਖਤਾ' ਹੈ। ਫਿਰ, ਸ਼ਬਦ 'ਸਿਧਾਂਤ' ਵਿਚ, ਜੋ ਕਿ ਇੱਕ ਅੰਗਰੇਜ਼ੀ ਸ਼ਬਦ ਹੈ, ਜਿਸਦਾ ਮਤਲਬ 'ਥਿਊਰੀ' ਹੈ। ਇਸ ਵਿਚੋਂ, ਹੰਢ ਦਾ ਮਤਲਬ 'ਕੰਪਿਊਟਰ ਅਤੇ ਐਨਾਲਾਗ ਮਨੁੱਖਤਾ ਦੀ ਥਿਊਰੀ' ਹੈ।",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Southern Hindko speaker and translation expert. Translate 'Digital Humanities' into Southern Hindko (ISO code: hnd).

Please provide your rationale in Southern Hindko, not English — unless Southern Hindko is English or you have a strong reason to use English. Writing in Southern Hindko demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Southern Hindko):
{""translated_term"": ""your translation in Southern Hindko"", ""translation_rationale"": ""your explanation in Southern Hindko""}",2026-05-11 19:56:40,False,,,,,,,
hmd,Large Flowery Miao,Digital Humanities,Mbae Xyux Sipxuq,"{""translated_term"": ""Mbae Xyux Sipxuq"", ""translation_rationale"": ""Mbae Xyux Sipxuq: 'Mbae' (digital) from 'mbaen' (to count, to calculate), 'Xyux' (humanities) from 'xyux' (people, human), and 'Sipxuq' (study, research) from 'sipxuq' (to investigate, to examine). This combination reflects the idea of using digital tools for humanities research.""}",2026-05-12T00:56:18.074521Z,stop,117.0,2762701705.0,"[{'translated_term': 'Mbae Xyux Sipxuq', 'translation_rationale': ""Mbae Xyux Sipxuq: 'Mbae' (digital) from 'mbaen' (to count, to calculate), 'Xyux' (humanities) from 'xyux' (people, human), and 'Sipxuq' (study, research) from 'sipxuq' (to investigate, to examine). This combination reflects the idea of using digital tools for humanities research.""}]",69919292.0,llama3.1:latest,162.0,200863000.0,3060827375.0,Mbae Xyux Sipxuq,"Mbae Xyux Sipxuq: 'Mbae' (digital) from 'mbaen' (to count, to calculate), 'Xyux' (humanities) from 'xyux' (people, human), and 'Sipxuq' (study, research) from 'sipxuq' (to investigate, to examine). This combination reflects the idea of using digital tools for humanities research.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Large Flowery Miao speaker and translation expert. Translate 'Digital Humanities' into Large Flowery Miao (ISO code: hmd).

Please provide your rationale in Large Flowery Miao, not English — unless Large Flowery Miao is English or you have a strong reason to use English. Writing in Large Flowery Miao demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Large Flowery Miao):
{""translated_term"": ""your translation in Large Flowery Miao"", ""translation_rationale"": ""your explanation in Large Flowery Miao""}",2026-05-11 19:56:18,False,,,,,,,
haz,Hazaragi,Digital Humanities,دیتالی انساینس,"{""translated_term"": ""دیتالی انساینس"", ""translation_rationale"": ""دیتالی په معنا کې د کمپیوټر او انترنت له مرسته د انسانانو لپاره د مادي معلوماتو څانګه ده. انساینس هم په معنا کې د زده کړو او پوهنې څانګه ده.""}",2026-05-12T00:56:12.988882Z,stop,98.0,1717891419.0,"[{'translated_term': 'دیتالی انساینس', 'translation_rationale': 'دیتالی په معنا کې د کمپیوټر او انترنت له مرسته د انسانانو لپاره د مادي معلوماتو څانګه ده. انساینس هم په معنا کې د زده کړو او پوهنې څانګه ده.'}]",64226250.0,llama3.1:latest,145.0,171793875.0,1977660083.0,دیتالی انساینس,دیتالی په معنا کې د کمپیوټر او انترنت له مرسته د انسانانو لپاره د مادي معلوماتو څانګه ده. انساینس هم په معنا کې د زده کړو او پوهنې څانګه ده.,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Hazaragi speaker and translation expert. Translate 'Digital Humanities' into Hazaragi (ISO code: haz).

Please provide your rationale in Hazaragi, not English — unless Hazaragi is English or you have a strong reason to use English. Writing in Hazaragi demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Hazaragi):
{""translated_term"": ""your translation in Hazaragi"", ""translation_rationale"": ""your explanation in Hazaragi""}",2026-05-11 19:56:12,False,,,,,,,
gvr,Gurung,Digital Humanities,Dhagyalai Kala Sahitya,"{""translated_term"": ""Dhagyalai Kala Sahitya"", ""translation_rationale"": ""Dhagyalai"" means digital, derived from ""dha"" (computer) and ""gyalai"" (machine). ""Kala"" is art or humanities. ""Sahitya"" refers to literature or knowledge.""}",2026-05-12T00:56:08.989514Z,stop,72.0,920775957.0,[],71900792.0,llama3.1:latest,138.0,168307792.0,1177303500.0,,Dhagyalai,,You are a Digital Humanities scholar who speaks many languages.,"You are a native Gurung speaker and translation expert. Translate 'Digital Humanities' into Gurung (ISO code: gvr).

Please provide your rationale in Gurung, not English — unless Gurung is English or you have a strong reason to use English. Writing in Gurung demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Gurung):
{""translated_term"": ""your translation in Gurung"", ""translation_rationale"": ""your explanation in Gurung""}",2026-05-11 19:56:08,False,,,,,,,
gub,Guajajára,Digital Humanities,Aíwa kaiwara wari' ,"{""translated_term"": ""Aíwa kaiwara wari' "", ""translation_rationale"": ""Kaiwara wari' eka aíwa, omei aíwa ka'ipu. Aíwa kaiwara wari' eka paka'iwara, omei aíwa ka'ipu. Omei aíwa ka'ipu eka paka'iwara, aíwa kaiwara wari'.""}

Explanation:
Aíwa kaiwara wari': ""Digital"" is translated to Aíwa, which means ""thing"" or ""object"". Kaiwara refers to the digital aspect, implying something that exists in a virtual realm. Wari' means ""human"" or ""people"", but in this context, it's used to describe the humanities as a field of study.

Omei aíwa ka'ipu: This phrase is added to emphasize the connection between humans and technology. Omei means ""with"" or ""together with"", while aíwa ka'ipu refers to the tools or methods used in the digital realm.

Paka'iwara: This term is derived from paka, meaning ""to think"" or ""to understand"", and iwará, which implies a connection to knowledge or wisdom. Paka'iwara thus means ""to think digitally"" or ""to understand through digital means"".

The translation rationale explains the thought process behind breaking down the English term into its constituent parts and reassembling them in Guajajára.",2026-05-12T00:56:05.786537Z,stop,328.0,8182983748.0,"[{'translated_term': ""Aíwa kaiwara wari' "", 'translation_rationale': ""Kaiwara wari' eka aíwa, omei aíwa ka'ipu. Aíwa kaiwara wari' eka paka'iwara, omei aíwa ka'ipu. Omei aíwa ka'ipu eka paka'iwara, aíwa kaiwara wari'.""}]",81213334.0,llama3.1:latest,162.0,193310500.0,8531168417.0,Aíwa kaiwara wari' ,"Kaiwara wari' eka aíwa, omei aíwa ka'ipu. Aíwa kaiwara wari' eka paka'iwara, omei aíwa ka'ipu. Omei aíwa ka'ipu eka paka'iwara, aíwa kaiwara wari'.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Guajajára speaker and translation expert. Translate 'Digital Humanities' into Guajajára (ISO code: gub).

Please provide your rationale in Guajajára, not English — unless Guajajára is English or you have a strong reason to use English. Writing in Guajajára demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Guajajára):
{""translated_term"": ""your translation in Guajajára"", ""translation_rationale"": ""your explanation in Guajajára""}",2026-05-11 19:56:05,False,,,,,,,
grt,Garo,Digital Humanities,Khaṭiḍaṅ Khaṇḍaṅ,"{""translated_term"": ""Khaṭiḍaṅ Khaṇḍaṅ"", ""translation_rationale"": ""Khaṭiḍaṅ (digital) + Khaṇḍaṅ (humanities), combining the concepts of digital technology and humanities studies, reflecting the intersection of traditional knowledge and modern tools.""}",2026-05-12T00:55:55.22838Z,stop,84.0,1266902253.0,"[{'translated_term': 'Khaṭiḍaṅ Khaṇḍaṅ', 'translation_rationale': 'Khaṭiḍaṅ (digital) + Khaṇḍaṅ (humanities), combining the concepts of digital technology and humanities studies, reflecting the intersection of traditional knowledge and modern tools.'}]",68181542.0,llama3.1:latest,138.0,168837375.0,1522843375.0,Khaṭiḍaṅ Khaṇḍaṅ,"Khaṭiḍaṅ (digital) + Khaṇḍaṅ (humanities), combining the concepts of digital technology and humanities studies, reflecting the intersection of traditional knowledge and modern tools.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Garo speaker and translation expert. Translate 'Digital Humanities' into Garo (ISO code: grt).

Please provide your rationale in Garo, not English — unless Garo is English or you have a strong reason to use English. Writing in Garo demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Garo):
{""translated_term"": ""your translation in Garo"", ""translation_rationale"": ""your explanation in Garo""}",2026-05-11 19:55:55,False,,,,,,,
grr,Taznatit,Digital Humanities,Taznayyim tiqbaylit,"{""translated_term"": ""Taznayyim tiqbaylit"", ""translation_rationale"": ""Ti-qbayl-it (digital) + Taznayyim (humanities), using the prefix ti- to indicate a connection or relationship, and the suffix -it to form an abstract noun. This translation maintains the original meaning of Digital Humanities while adapting it to the grammatical structure of Taznatit.""}",2026-05-12T00:55:51.678546Z,stop,89.0,1291655168.0,"[{'translated_term': 'Taznayyim tiqbaylit', 'translation_rationale': 'Ti-qbayl-it (digital) + Taznayyim (humanities), using the prefix ti- to indicate a connection or relationship, and the suffix -it to form an abstract noun. This translation maintains the original meaning of Digital Humanities while adapting it to the grammatical structure of Taznatit.'}]",73056292.0,llama3.1:latest,154.0,198611125.0,1585491833.0,Taznayyim tiqbaylit,"Ti-qbayl-it (digital) + Taznayyim (humanities), using the prefix ti- to indicate a connection or relationship, and the suffix -it to form an abstract noun. This translation maintains the original meaning of Digital Humanities while adapting it to the grammatical structure of Taznatit.",,You are a Digital Humanities scholar who speaks many languages.,"You are a native Taznatit speaker and translation expert. Translate 'Digital Humanities' into Taznatit (ISO code: grr).

Please provide your rationale in Taznatit, not English — unless Taznatit is English or you have a strong reason to use English. Writing in Taznatit demonstrates deep understanding of both the language and the term.

IMPORTANT: Return ONLY valid JSON with no other text. Use this exact format (with explanation in Taznatit):
{""translated_term"": ""your translation in Taznatit"", ""translation_rationale"": ""your explanation in Taznatit""}",2026-05-11 19:55:51,False,,,,,,,
