language_code,language_name,language_family,has_missing_rationale,missing_rationale_services,has_mixed_script,mixed_script_services,has_romanization,romanization_services,has_script_disagreement,script_disagr_services,has_source_term,source_term_services,has_placeholder_term,placeholder_term_services,has_repetition_loop,repetition_loop_services,has_extreme_term_length,extreme_term_length_services,has_unicode_escape,unicode_escape_services,has_short_translation,short_translation_services,has_any_mixing,any_mixing_services,has_refusal_rationale,refusal_rationale_services,has_transliteration_rationale,transliteration_rationale_services,has_placeholder_rationale,placeholder_rationale_services,has_language_name_term,language_name_term_services,has_unexpected_rationale_language,unexpected_rationale_language_services,quality_flags,flag_count
xlc,Lycian,Indo-European languages,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI;Qwen,True,Claude;DeepSeek,False,,True,Gemma,False,,False,,False,,False,,True,DeepSeek;OpenAI,True,Claude;Gemma;Llama;OpenAI,True,Gemma,False,,True,Qwen,script_disagreement;source_term;repetition_loop;refusal_rationale;transliteration_rationale;placeholder_rationale;unexpected_rationale_language,7
xld,Lydian,Indo-European languages,True,OpenAI,False,,False,,True,Claude;DeepSeek;Gemma;Mistral;Qwen,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Qwen,True,Gemini;Qwen,True,Gemini,False,,True,Qwen,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;placeholder_rationale;unexpected_rationale_language,7
khb,Lü,Tai-Kadai languages,False,,True,Gemma,False,,True,Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,True,Gemma,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,True,DeepSeek;Gemini;Gemma;Llama;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
mde,Maba,Nilo-Saharan languages,True,DeepSeek;Gemma,True,Gemma,False,,True,DeepSeek;Gemini;Gemma,True,Claude;Gemini;OpenAI,False,,False,,False,,False,,False,,True,Gemma,True,DeepSeek;Mistral,True,DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,7
ml,Malayalam,Dravidian languages,True,Qwen,True,Qwen,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Mistral;Qwen,True,DeepSeek;OpenAI,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI,False,,False,,True,Llama;Qwen,missing_rationale;mixed_script;unicode_escape;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
knf,Mankanya,Niger-Kordofanian languages,True,DeepSeek,True,Gemma,False,,True,Gemma;Mistral,True,DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Gemini;Gemma,True,DeepSeek;Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,7
xmr,Meroitic,Language isolate,True,Gemma;OpenAI,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,True,Claude;DeepSeek;Mistral,False,,True,Gemma,False,,False,,False,,False,,True,DeepSeek;Mistral,True,Claude;DeepSeek;Gemini;Gemma;Mistral;Qwen,True,DeepSeek,False,,False,,missing_rationale;script_disagreement;source_term;repetition_loop;refusal_rationale;transliteration_rationale;placeholder_rationale,7
mye,Myene,Niger-Kordofanian languages,True,Gemma,False,,True,Qwen,True,Qwen,True,Gemini;OpenAI,False,,False,,False,,False,,False,,True,Qwen,True,DeepSeek;Llama,True,Gemini;Gemma;Llama,False,,False,,False,,missing_rationale;romanization;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,7
nsk,Naskapi,North American Indian languages,True,Llama,False,,False,,True,Claude;DeepSeek;Qwen,True,OpenAI,False,,False,,False,,False,,True,Mistral,False,,True,Gemini;Qwen,True,Gemma,False,,True,Gemini;Qwen,False,,missing_rationale;script_disagreement;source_term;short_translation;refusal_rationale;transliteration_rationale;language_name_term,7
tts,Northeastern Thai,Tai-Kadai languages,True,Gemini,False,,True,Gemma,True,DeepSeek;Llama,False,,False,,False,,False,,False,,False,,True,Gemma,True,Qwen,True,Claude;Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
nqo,N’Ko,Niger-Kordofanian languages,True,DeepSeek;Mistral;OpenAI,True,Gemma;Qwen,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,Gemma;Qwen,True,Claude;DeepSeek;Gemini;Gemma;Mistral;Qwen,False,,False,,True,Qwen,missing_rationale;mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
thr,Rana Tharu,Indo-European languages,True,OpenAI,True,Gemma,False,,True,Llama;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma,True,DeepSeek;Qwen,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,missing_rationale;mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
ria,Riang (India),Sino-Tibetan languages,False,,True,Gemma,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;Qwen,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,True,Gemma,True,DeepSeek;Gemma,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini,False,,False,,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;placeholder_rationale,7
ssy,Saho,Afro-Asiatic languages,True,OpenAI,False,,True,Qwen,True,Gemini;Llama;Mistral;OpenAI,True,Claude,False,,False,,False,,False,,False,,True,Qwen,True,Gemini;Mistral;OpenAI;Qwen,True,Claude;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;romanization;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,7
stu,Samtao,Sino-Tibetan languages,True,Gemma;OpenAI,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;Qwen,True,Claude;DeepSeek;Gemma;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek,True,Gemini;Gemma;Qwen,False,,True,Gemini,True,Qwen,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;language_name_term;unexpected_rationale_language,7
syi,Seki,Niger-Kordofanian languages,True,Gemma;Llama,False,,False,,True,Qwen,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,True,Gemini;Gemma,True,Claude,False,,True,Qwen,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;placeholder_rationale;unexpected_rationale_language,7
cjs,Shor,Altaic languages,False,,True,Gemma,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,True,Qwen,True,Gemma,True,DeepSeek;OpenAI;Qwen,True,Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;short_translation;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
srx,Sirmauri,Indo-European languages,False,,True,Gemma,False,,True,Gemma;Llama;Mistral;Qwen,True,Qwen,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Qwen,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
sog,Sogdian,Indo-European languages,True,Gemma;OpenAI,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,True,Mistral,True,Claude;DeepSeek;Mistral;OpenAI;Qwen,True,Gemma;OpenAI;Qwen,True,Claude;Gemini;Gemma;OpenAI;Qwen,True,Claude;OpenAI,False,,False,,missing_rationale;script_disagreement;short_translation;any_mixing;refusal_rationale;transliteration_rationale;placeholder_rationale,7
tly,Talysh,Indo-European languages,False,,True,Qwen,False,,True,Claude;Gemma;OpenAI;Qwen,True,Mistral,False,,False,,False,,False,,False,,True,Qwen,True,Gemma,True,Gemma,False,,False,,True,Qwen,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
ctd,Tedim Chin,Sino-Tibetan languages,False,,False,,True,Mistral,True,Llama;Mistral,True,Claude;DeepSeek;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,True,Mistral,True,Claude;OpenAI,True,Gemini;Gemma,False,,False,,True,Qwen,romanization;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
ter,Tereno,South American Indian languages,True,Gemma,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,True,Gemma,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral,True,Gemini;Gemma,True,Gemini,True,DeepSeek,False,,missing_rationale;source_term;repetition_loop;refusal_rationale;transliteration_rationale;placeholder_rationale;language_name_term,7
tdh,Thulung,Sino-Tibetan languages,False,,True,Gemma,False,,True,DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI,True,Claude,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,DeepSeek;Mistral;OpenAI,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
ti,Tigrinya,Afro-Asiatic languages,True,Mistral,True,Qwen,True,Gemma;Qwen,True,Gemma;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,Gemini,True,Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;mixed_script;romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,7
trw,Torwali,Indo-European languages,True,Llama,True,Llama,False,,True,Gemma;Mistral,False,,False,,False,,False,,False,,False,,True,Llama,True,Claude;Llama;Mistral;OpenAI,True,Claude;Gemini;Gemma;Mistral;OpenAI,False,,False,,True,Qwen,missing_rationale;mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
tcy,Tulu,Dravidian languages,False,,True,Gemma,False,,True,Gemma;Qwen,True,Qwen,False,,False,,False,,False,,False,,True,Gemma,True,DeepSeek;Gemma;Qwen,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
ur,Urdu,Indo-European languages,False,,True,Llama,True,Llama,False,,True,Llama,False,,False,,False,,False,,False,,True,Llama,True,OpenAI,True,Claude;DeepSeek;Gemini;Gemma;Mistral;OpenAI;Qwen,False,,False,,True,Llama,mixed_script;romanization;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
vai,Vai,Niger-Kordofanian languages,True,DeepSeek;Gemma;Llama;Mistral;OpenAI;Qwen,True,Qwen,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;Qwen,True,OpenAI,False,,False,,False,,False,,False,,True,Qwen,True,Gemini;Gemma;Mistral;OpenAI;Qwen,True,Gemma;Qwen,False,,False,,False,,missing_rationale;mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,7
was,Washo,Language isolate,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;Llama;OpenAI,True,OpenAI,False,,True,Llama,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral;Qwen,True,DeepSeek;Gemini;Gemma;Llama;Mistral;Qwen,False,,True,Gemma;Mistral,False,,missing_rationale;source_term;placeholder_term;extreme_term_length;refusal_rationale;transliteration_rationale;language_name_term,7
wal,Wolaytta,Afro-Asiatic languages,True,Mistral;OpenAI,False,,True,Qwen,True,DeepSeek;Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,DeepSeek;OpenAI,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,missing_rationale;romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
zag,Zaghawa,Nilo-Saharan languages,True,Gemma,False,,False,,True,Gemini;Mistral,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,True,Qwen,False,,True,Claude;DeepSeek;Gemma;Qwen,True,Gemini;Gemma;Qwen,False,,False,,True,Qwen,missing_rationale;script_disagreement;source_term;short_translation;refusal_rationale;transliteration_rationale;unexpected_rationale_language,7
zen,Zenaga,Afro-Asiatic languages,True,DeepSeek;Gemma,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI,True,Claude,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,DeepSeek;Gemma;Qwen,True,DeepSeek;Gemini;Gemma,True,Gemini,False,,False,,missing_rationale;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;placeholder_rationale,7
abq,Abaza,Caucasian languages,False,,True,Qwen,False,,True,Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,Gemini;Gemma,True,Gemini;Gemma,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
ab,Abkhaz,Caucasian languages,False,,True,Mistral,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral,True,Gemma,True,Claude;Gemini;Gemma,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
aa,Afar,Afro-Asiatic languages,True,Gemma,False,,True,Mistral,False,,True,Claude;Mistral,False,,False,,False,,False,,False,,True,Mistral,True,Claude;DeepSeek;Gemma,True,Claude;Gemini;Gemma,False,,False,,False,,missing_rationale;romanization;source_term;any_mixing;refusal_rationale;transliteration_rationale,6
anp,Angika,Indo-European languages,False,,False,,False,,True,Llama;Mistral;Qwen,True,Qwen,False,,False,,False,,False,,False,,True,Mistral,True,Gemini;OpenAI;Qwen,True,Claude;DeepSeek;Gemini;Gemma;Mistral;OpenAI,False,,False,,True,Qwen,script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
blo,Anii,Niger-Kordofanian languages,True,DeepSeek;OpenAI,False,,False,,True,Qwen,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,True,Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
arc,Aramaic,Afro-Asiatic languages,False,,True,Qwen,True,Gemma,True,Gemini;Gemma;Llama;Mistral,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,Gemini;Gemma;Mistral,True,Claude;Gemini;Gemma;OpenAI,False,,False,,False,,mixed_script;romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,6
aro,Araona,South American Indian languages,False,,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,DeepSeek;Gemini,False,,True,DeepSeek;Gemini,False,,False,,False,,True,Gemma;Mistral;Qwen,False,,True,DeepSeek,True,DeepSeek;Gemini;Llama,False,,source_term;placeholder_term;extreme_term_length;refusal_rationale;placeholder_rationale;language_name_term,6
arw,Arawak,South American Indian languages,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,True,Gemini,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini;Gemma;Qwen,False,,True,Gemini,False,,missing_rationale;source_term;extreme_term_length;refusal_rationale;transliteration_rationale;language_name_term,6
ae,Avestan,Indo-European languages,False,,False,,False,,True,DeepSeek;Mistral;OpenAI,True,Claude,True,OpenAI,False,,False,,False,,False,,True,Gemma;Qwen,True,Claude;Gemini;Gemma;Mistral;Qwen,True,Claude;Gemma;OpenAI,False,,False,,False,,script_disagreement;source_term;placeholder_term;any_mixing;refusal_rationale;transliteration_rationale,6
bfq,Badaga,Dravidian languages,False,,True,Gemma,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Claude,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Gemma;OpenAI,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,mixed_script;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,6
bfd,Bafut,Niger-Kordofanian languages,True,DeepSeek;Gemma,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,Mistral,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Mistral;OpenAI,True,Gemma,True,Claude,False,,False,,missing_rationale;source_term;placeholder_term;refusal_rationale;transliteration_rationale;placeholder_rationale,6
bal,Baluchi,Indo-European languages,False,,True,Llama,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Llama,True,Gemma,True,Claude;Gemini;Gemma;Mistral;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
bax,Bamun,Niger-Kordofanian languages,True,DeepSeek;OpenAI,False,,False,,True,Claude;DeepSeek,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Claude;DeepSeek;Gemini;Gemma,True,Gemini,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;placeholder_rationale,6
btv,Bateri,Indo-European languages,True,OpenAI,False,,False,,True,Claude;DeepSeek;Gemini;Mistral;OpenAI;Qwen,True,Claude;Llama,False,,False,,False,,False,,False,,True,Qwen,True,Claude;DeepSeek,True,DeepSeek;Gemini;Gemma;Llama;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,6
bej,Beja,Afro-Asiatic languages,True,Gemma,False,,False,,True,DeepSeek;Gemma;Llama;Qwen,True,DeepSeek,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Gemma,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,6
bhi,Bhilali,Indo-European languages,True,Gemma,False,,False,,True,Claude;Gemma;Llama;Mistral;Qwen,True,Claude,False,,False,,False,,False,,False,,False,,True,Claude;Gemma,True,Claude;DeepSeek;Gemini;OpenAI;Qwen,False,,False,,True,Qwen,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
bpy,Bishnupriya Manipuri,Indo-European languages,False,,False,,True,Gemma;Mistral;Qwen,True,Gemma;Mistral;Qwen,True,Qwen,False,,False,,False,,False,,False,,True,Gemma;Mistral;Qwen,True,DeepSeek;Qwen,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,romanization;script_disagreement;source_term;any_mixing;refusal_rationale;transliteration_rationale,6
bvb,Bube,Niger-Kordofanian languages,True,OpenAI,False,,False,,True,Qwen,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini,True,Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale;unexpected_rationale_language,6
my,Burmese,Sino-Tibetan languages,False,,False,,True,Gemma;Mistral,True,Gemma;Mistral,True,Mistral,False,,False,,False,,False,,False,,True,Gemma;Llama;Mistral,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Llama;Qwen,romanization;script_disagreement;source_term;any_mixing;transliteration_rationale;unexpected_rationale_language,6
