language_code,language_name,language_family,term_source,category,rule_fired,evidence,has_wikipedia,rationales_are_english,n_services_with_translation,n_services_with_rationale,n_unique_raw,n_unique_normalized,max_edit_distance,loan_words_found,has_script_disagreement,scripts_found,absence_signals,construction_signals,debate_signals,mean_rationale_similarity,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
puu,Punu,Niger-Kordofanian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,7,5,7,7,30,digital,False,Latin,DeepSeek:no direct; DeepSeek:\bborrowed\b,DeepSeek:prefix,,0.2941,"This translation breaks down as follows: 'Dibuma' (knowledge/studies/sciences) + 'dya' (of/relating to) + 'Bunitu' (humanity/human affairs). 'Dibuma' represents academic disciplines or systematic knowledge, while 'Bunitu' refers to human culture and society. The 'dya' connector shows the possessive/",,"Punu, like many Bantu languages, often uses descriptive phrases rather than direct loanwords for new concepts. 

*   **'Digital'**: 'Digital' is a modern concept. A direct translation might not exist or be widely understood. 'Mabanza' means 'thoughts', 'ideas', 'knowledge', 'wisdom', or 'studies'. I",,"{'Claude': 'Mabuku ma Dibondzi', 'Gemini': 'Mabanza ma Digital', 'DeepSeek': 'Mabándá ma Búku ma Dijitali', 'Llama': 'Mwana Mbuma ya Digital', 'Gemma': ""Mba'e'e ndive'ẽ ha'e ambue digital"", 'Qwen': 'Digitale Himbunzimi', 'Mistral': 'Mbombo ya Teknoloji Digitale ya Insan'}"
qu,Quechua,South American Indian languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 9 distinct outputs; construction signals: 9,False,True,9,8,9,9,34,,False,Latin,Claude:\bborrowed\b; OpenAI:\bloanword\b; DeepSeek:\bborrowed\b; Gemma:\bborrowing\b,Claude:combining; Claude:neologism; OpenAI:combining; Gemini:compound; Gemini:formation; DeepSeek:neologism; Gemma:suffix; Qwen:combining; Qwen:construct,,0.301,"This translation attempts to convey 'Digital Humanities' in Quechua by combining: 'Yachay' (knowledge/study), 'Runakunap' (of people/human), 'Imayninkumanta' (about their ways/nature - referring to humanities), and 'Digitalmanta' (digital/from digital). However, a more commonly used shorter form mig","The term 'Digital Humanities' can be translated into Quechua by combining 'Dijital,' a loanword adapted from 'digital,' with 'Runasimi,' which means 'human language' or 'language of the people.' This reflects the interdisciplinary field that combines digital technology with the study of human cultur","The term 'Digital Humanities' is a compound concept. 'Digital' refers to something related to computers or information technology, and 'Humanities' refers to academic disciplines that study human culture, such as literature, history, and philosophy.

In Quechua:
*   **'Riqch'aq'** (or 'Riqchaq') mea",,"{'Google Translate': 'Humanidades Digitales nisqa', 'OpenAI': 'Dijital Runasimi Yachay', 'Claude': 'Yachay Runakunap Imayninkumanta Digitalmanta', 'Gemini': ""Riqch'aq Yachaykuna"", 'DeepSeek': 'Yachayñan Digitalkuna', 'Llama': 'Humanidades Digitales', 'Gemma': 'Yachay Puktin Yachayruna', 'Qwen': 'Qamay Kusikuykunaq', 'Mistral': 'Humanidades Digitais'}"
quc,Kʼicheʼ,Central American Indian languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 7,False,True,8,8,8,8,25,,False,Latin,Gemini:\bloanword\b,Gemini:combining; Gemini:formation; DeepSeek:suffix; Llama:combining; Llama:suffix; Gemma:compound; Qwen:construct,Gemini:alternatively,0.2717,"This translation attempts to capture 'Digital Humanities' in K'iche'. 'Ruk'u'x uwachulew' relates to human knowledge/wisdom (literally 'heart of the earth/world'), and 'chik'ul' refers to electronic/digital technology. However, I must note that this is a tentative translation. K'iche' is a Mayan lan","The term 'Digital Humanities' can be translated into Kʼicheʼ by breaking it down into its components. 'Digital' can be associated with 'ruwachulew', which refers to something related to technology or modern tools. 'Humanities' can be translated as 'ri Tijonik', which refers to the study of human cul","Breaking down the translation:

*   **Digital:** This is the most challenging part to translate directly into K'iche' as there isn't a native word for 'digital' in the modern technological sense. We need to convey the *concept* of something being related to information technology or electronic data.",,"{'OpenAI': 'Ruwachulew ri Tijonik', 'Claude': ""Etamanem pa Ruwäch Kajtz'aqat"", 'Gemini': ""Na'ojil K'aslemalil pa Tz'ib'anem"", 'DeepSeek': 'Tzijolaj Chomanikil', 'Llama': ""Rabinal ajtz'ib'al"", 'Gemma': 'Manixatikuʼun Qʼeqʼ', 'Qwen': ""Xe' k'ul winaqob'tim"", 'Mistral': ""Humanitats Iq',""}"
qug,Chimborazo Highland Quichua,South American Indian languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 9,False,True,8,8,8,8,27,,False,Latin,OpenAI:\bborrowed\b; Gemini:\bborrowing\b,Claude:create.*term; Claude:construct; Gemini:combining; Gemini:construct; DeepSeek:compound; DeepSeek:create.*term; Llama:combining; Gemma:suffix; Qwen:combining,,0.2912,"This translation attempts to capture 'Digital Humanities' in Chimborazo Highland Quichua. 'Yachay' means knowledge/learning/humanities, 'Rurashka' means made/done/created, and 'Ñankunawan' means with paths/ways (suggesting digital/technological means). However, I must note that this is a constructed","Chimborazo Highland Quichua, like many indigenous languages, often incorporates loanwords from Spanish for modern concepts that do not have a direct equivalent in the traditional lexicon. 'Digital' and 'Humanities' are such terms, and they are often borrowed directly or adapted phonetically from Spa","The term 'Digital Humanities' is a modern academic concept, and as such, there isn't a direct, pre-existing equivalent in Chimborazo Highland Quichua. Therefore, the translation aims to convey the core meaning using descriptive terms that are understandable within the cultural and linguistic context",,"{'OpenAI': 'Dijital Runa Yachay', 'Claude': 'Yachay Rurashka Ñankunawan', 'Gemini': 'Ruraq Yachaykuna Rikcha Yachaykuna', 'DeepSeek': 'Yachay Kamayuk Rikuchiykuna', 'Llama': 'Kamaykuna Yachaykuna', 'Gemma': 'Runasimi Yachay Kawsaypa', 'Qwen': 'Qamachka Runakuy', 'Mistral': 'Teknoloxi yanantisipana'}"
raj,Rajasthani,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 4 distinct outputs; construction signals: 2,False,True,8,8,4,4,12,,True,Devanagari; Gujarati,Claude:\btransliterat; OpenAI:\btransliterat; Gemini:\bborrowed\b; Gemini:\bborrowing\b; Gemini:\btransliterat; DeepSeek:\btransliterat; Gemma:\bloanword\b; Gemma:\btransliterat,Gemini:suffix; Mistral:compound,,0.289,"The translation uses Devanagari script, which is standard for Rajasthani. 'डिजिटल' (Digital) is a direct transliteration commonly used in Rajasthani and other Indian languages. 'मानविकी' (mānavikī) translates 'Humanities' - derived from 'मानव' (human) + 'की' (relating to), which is the standard term","The term 'Digital Humanities' refers to the interdisciplinary field that combines the use of digital technology with the study of humanities. In Rajasthani, 'डिजिटल' is a direct transliteration of 'Digital', as it is a modern term widely used in its original form. 'मानविकी' is the Rajasthani equival","The term 'Digital Humanities' is a modern academic field. In Rajasthani, as in many Indian languages, direct translation of such specialized terms often involves borrowing the English words and adapting them phonetically, or using a combination of borrowed words and existing vocabulary. 

*   'डिजिट",,"{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'DeepSeek': 'डिजिटल मानविकी', 'Llama': 'डिजिटल मानव विज्ञान', 'Gemma': 'डिजिटल मानविकी', 'Qwen': 'ડિજિટલ મુખ્યત્વ', 'Mistral': 'डिजिटल मानवीयता'}"
rap,Rapanui,Austronesian languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 2,False,True,8,8,8,8,23,,False,Latin,Claude:\bborrowed\b; OpenAI:\bborrowed\b; Gemini:\bloanword\b; DeepSeek:\bborrowing\b,Qwen:construct; Qwen:formation,,0.2474,"Rapanui is a Polynesian language with limited technical vocabulary. A direct translation would combine 'hangaroa' (knowledge/wisdom) with 'digitales' (borrowed from Spanish, as Rapanui commonly borrows modern technical terms from Spanish due to Chilean influence). However, I must note that I have lo","The Rapanui language, spoken on Easter Island, has limited vocabulary for modern technological terms. As such, many contemporary concepts like 'Digital Humanities' are often borrowed from Spanish, the dominant language on the island. 'Humanidades Digitales' is the Spanish equivalent, and it is likel","Rapanui, like many Polynesian languages, does not have direct equivalents for abstract Western academic terms like 'digital' or 'humanities'. Therefore, a descriptive approach is necessary.

*   **Te Vāhi:** This translates to 'the place,' 'the space,' or 'the area.' It's a common way to refer to a ",,"{'OpenAI': 'Humanidades Digitales', 'Claude': 'Rapa Nui Hangaroa Digitales', 'Gemini': ""Haka'ara'ara Tangata Hiko"", 'DeepSeek': 'Tūhura Matihiko', 'Llama': 'Nga Pou Tangata o te Ao Hou', 'Gemma': ""Hau'e'e Tangata a te Rima"", 'Qwen': 'Māhiti Pukapuka Ranginui', 'Mistral': ""Hanga Tūnga 'Ōneone""}"
rar,Rarotongan,Austronesian languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 8 distinct outputs; construction signals: 3,False,True,8,8,8,8,20,,False,Latin,DeepSeek:\bborrowing\b; Gemma:\bborrowing\b,Llama:combining; Gemma:construct; Gemma:prefix,,0.2754,"In Rarotongan, 'tangata'anga' refers to humanities/human knowledge/cultural studies (from 'tangata' meaning people/human), and 'matariki' is commonly used for digital/electronic/computer-related concepts (originally meaning small/fine, now adapted for digital technology). This combines to express 'D","The term 'Digital Humanities' can be translated into Rarotongan as 'Pūtaiao Tāngata'. 'Pūtaiao' refers to 'science' or 'technology', capturing the 'digital' aspect, while 'Tāngata' means 'people' or 'humanity', reflecting the 'humanities' component. This translation aims to convey the interdisciplin","Rarotongan, like many Polynesian languages, often uses descriptive phrases for new concepts. 

*   **Tātai Tangata**: This translates to 'humanities' or 'human studies'. 'Tātai' means to count, to study, to arrange, and 'tangata' means human or people. Together, it captures the essence of studying h",,"{'OpenAI': 'Pūtaiao Tāngata', 'Claude': ""Tangata'anga Matariki"", 'Gemini': 'Tātai Tangata Rorohiko', 'DeepSeek': 'Tūtūmau Tangata Matihiko', 'Llama': 'Ngitara o le Faka-Tokelau', 'Gemma': 'Ngā Mahi Numera Tangata', 'Qwen': 'Tautoga oceania digitiki', 'Mistral': ""Vā Taupō'anga Mātāpua""}"
rcf,Réunion Creole French,Creoles and pidgins,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,8,8,8,8,19,digital,False,Latin,DeepSeek:\bborrowed\b; Gemma:\bborrowing\b,Llama:combining,,0.2966,"In Réunion Creole French (Kréol Rényoné), 'Digital Humanities' translates to 'Limanité Nimérik'. 'Limanité' is the creolized form of French 'humanités' (humanities), and 'Nimérik' is the creolized form of 'numérique' (digital). The term follows typical Réunion Creole phonological patterns where Fren","Réunion Creole French (ISO rcf) often borrows terms from standard French, especially for technical or academic concepts. 'Digital Humanities' is a relatively modern and specialized term, and in many cases, such terms are directly adopted from French. 'Humanités Numériques' is the equivalent term in ","The translation 'Lé Zumanité Numérik' is a direct and accurate rendering of 'Digital Humanities' into Réunion Creole French. 

*   **'Lé Zumanité'**: This is the standard and widely understood translation for 'Humanities' in Réunion Creole. 'Lé' is the definite plural article 'the'. 'Zumanité' comes",,"{'OpenAI': 'Zistwar Nimerik', 'Claude': 'Limanité Nimérik', 'Gemini': 'Lé Zumanité Numérik', 'DeepSeek': 'Zistwar Digital', 'Llama': 'Lètèrès Digitâl', 'Gemma': 'Limiriter Digital', 'Qwen': 'Humansitey tèlèktronik', 'Mistral': 'Humanitè Digitale'}"
rej,Rejang,Austronesian languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,"Loan words present: ['digital', 'humanities']",False,True,8,8,7,7,28,digital; humanities,False,Latin,Claude:\bborrowed\b; Claude:\bloanword\b; OpenAI:\bborrowed\b; Gemini:\bborrowed\b; Gemini:\bborrowing\b; DeepSeek:\bborrowed\b; Llama:\bloanword\b; Gemma:\bborrowed\b,Llama:combining; Qwen:create.*term,,0.3023,"Rejang (rej) is an Austronesian language spoken in Sumatra, Indonesia. Since Rejang uses a writing system that is not widely supported digitally and many modern academic terms are typically borrowed or adapted from Indonesian/Malay in contemporary usage, I've provided the Indonesian translation whic","The Rejang language, primarily spoken in parts of Indonesia, may not have a direct translation for specialized academic terms like 'Digital Humanities.' In many cases, such terms are borrowed directly from English, especially in academic and technological contexts. Therefore, the term 'Digital Human","Rejang, like many indigenous languages, does not have direct equivalents for highly specialized academic terms like 'Digital Humanities.' The most pragmatic approach is often to borrow the English term directly, adapting its pronunciation to fit Rejang phonology if necessary. In this case, 'Digital ",,"{'OpenAI': 'Digital Humanities', 'Claude': 'Ilmu Kemanusiaan Digital', 'Gemini': 'Ilmu Kemanusiaan Digital', 'DeepSeek': 'Manusia Digital', 'Llama': 'Budaya Digital', 'Gemma': 'Basa Digital Kabudayan', 'Qwen': 'Penggubahan Digital', 'Mistral': 'Teknologi Sumber Daya Digital Manusia'}"
rgn,Romagnol,Indo-European languages,Digital Humanities,STRUCTURAL_ABSENCE,rule_loanword_absence,Loan words present: ['digital'],False,True,8,8,8,8,8,digital,False,Latin,Llama:\bborrowing\b,Gemini:compound; Gemini:combining; Llama:combining; Gemma:combining; Gemma:create.*term; Qwen:combining,,0.3432,"In Romagnol, 'Digital' is typically adapted as 'Digitêl' (with the characteristic Romagnol ending), and 'Humanities' translates to 'Umanistiche' (plural feminine form). The word order follows the Romagnol pattern where the adjective typically follows the noun, similar to Italian. This translation ma","The term 'Digital Humanities' in Romagnol can be translated as 'Umanitè Digitali'. 'Umanitè' corresponds to 'Humanities', and 'Digitali' is the equivalent of 'Digital'. This translation maintains the meaning of the original term, referring to the interdisciplinary field that combines the study of hu","Romagnol, like many Romance languages, often forms compound terms by combining a noun with an adjective. 
* 'Umanitê' is the direct translation of 'Humanities' (plural of 'umanitê', meaning 'humanity' or 'humanities').
* 'Digitéli' is the adjectival form of 'digitêl' (digital), agreeing in gender an",,"{'OpenAI': 'Umanitè Digitali', 'Claude': 'Umanistiche Digitêl', 'Gemini': 'Umanitê Digitèli', 'DeepSeek': 'Umanitê Digitêl', 'Llama': 'Umanità Digital', 'Gemma': 'Umanitê Digitala', 'Qwen': 'Umanità Digitala', 'Mistral': 'Humanitá digitali'}"
rhg,Rohingya,Indo-European languages,Digital Humanities,TRANSMOGRIFICATION,rule_default_transmogrification,No Wikipedia; 6 distinct outputs; construction signals: 1,False,True,7,7,6,6,30,,True,Bengali; Latin; Myanmar,OpenAI:\btransliterat; Gemini:\btransliterat; DeepSeek:\bborrowing\b,DeepSeek:combining,,0.2583,Rohingya language commonly borrows technical and modern terms from English and Urdu/Arabic. 'Dijital' is a phonetic adaptation of 'Digital' commonly used in Rohingya for digital technology. 'Insaniyat' (إنسانیت) is the Urdu/Arabic-derived term meaning 'humanities' or 'human sciences' that would be u,"The term 'Digital Humanities' is translated into Rohingya as 'ডিজিটাল মানবিকতা'. 'ডিজিটাল' is a direct transliteration of 'Digital', as there is no specific Rohingya term for 'digital' and it is commonly used in its English form. 'মানবিকতা' translates to 'Humanities', capturing the essence of humani","The term 'Digital Humanities' is a modern academic concept. Rohingya, as a language, does not have a pre-existing direct equivalent. Therefore, the most common and effective approach for such terms is to use a transliteration of the English term, often combined with a descriptive explanation if need",,"{'OpenAI': 'ডিজিটাল মানবিকতা', 'Claude': 'Dijital Insaniyat', 'Gemini': 'ডিজিটাল হিউম্যানিটিস', 'DeepSeek': 'ডিজিটাল মানবিকতা', 'Llama': 'ডিজিটাল মানুষের বিদ্যা', 'Qwen': 'ဒီဇင်ဘာတွေ့ရှိမှု', 'Mistral': 'ဘာသာ အမျိုးသား (Bahasa Amathe) ကြောင်း (Myanmar)'}"
