language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
fro,Old French,Indo-European languages,Digital Humanities,False,4,0.2224,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 2,False,Gemini:transliterat,Gemini:classical; Ollama:combining,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Old French did not have a specific term for 'digital' in the modern sense. 'Digitales' is adapted from the Latin 'digitalis' (relating to fingers), while 'Humaines Lettres' represents the medieval concept of humanistic learning and scholarship.","The term 'Humanités' corresponds to the scholarly study of human culture, which aligns with 'Humanities'. 'Digitals' is adapted to reflect the technological aspect, using the approach of modifying modern terms to fit Old French structure.","Old French did not have a direct equivalent for 'digital' or 'humanities' in the modern sense. 'Humanités' (or 'humanitez') was used in the medieval period to refer to learning, particularly classical studies, and 'numériques' is a modern French term. A direct translation would be anachronistic. The","Literally 'numerical arts', combining Old French 'art' (from Latin 'ars') with the adjective 'numérique' derived from Latin 'numericus'","{'OpenAI': 'Humanités Digitals', 'Claude': 'Humaines Lettres Digitales', 'Gemini': 'Humanités Numériques', 'Ollama': 'Artes Numeriques'}"
frp,Arpitan / Franco-Provençal,Indo-European languages,Digital Humanities,False,4,0.2393,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 0,False,Ollama:borrowing,,,4,3,11,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Arpitan translation following the pattern of related Romance languages (French 'Humanités numériques', Occitan 'Umanitats numericas'), using 'numeriques' for 'digital' as the computational/technological sense, and 'Humanitâts' for 'Humanities' with typical Arpitan orthography.","The term 'Digital Humanities' is translated as 'Umaneitats Digitales' in Arpitan / Franco-Provençal, reflecting the combination of 'digital' and 'humanities' in a way that aligns with the structure and vocabulary of the language.","This translation combines 'Humanitâts' (Humanities) and 'Numèriques' (Digital). 'Humanitâts' is a direct and accurate term for the academic field, while 'Numèriques' is the standard adjective for 'digital' in Arpitan, reflecting the technological aspect. The plural form 'Humanitâts' is appropriate a"," Borrowing from French, adapted to Arpitan phonology and spelling conventions","{'OpenAI': 'Umaneitats Digitales', 'Claude': 'Humanitâts numeriques', 'Gemini': 'Humanitâts Numèriques', 'Ollama': 'Umânités digitâles'}"
frr,Northern Frisian,Indo-European languages,Digital Humanities,False,4,0.2557,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Claude:borrowing,Claude:compound; Claude:formation; Gemini:compound; Ollama:combining,,4,4,20,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'digitaal' (digital) with 'Geisteswetenschapen' (humanities/human sciences), following Northern Frisian compound word formation patterns and borrowing from related Low German academic terminology common in the region.","The term 'Digital Humanities' translates to 'Digitale Humanistiek' in Northern Frisian, using 'digitale' to denote digital aspects and 'humanistiek' to refer to the study of human culture and history.","This translation combines 'Digitaal' (digital) and 'Humaniteeten' (humanities), which is the most direct and accurate rendering in Northern Frisian, following common patterns for compound terms.",Combining 'dei' (digital) and 'taalkeunst' (humanities),"{'OpenAI': 'Digitale Humanistiek', 'Claude': 'Digitaal Geisteswetenschaften', 'Gemini': 'Digitaal Humaniteeten', 'Ollama': 'Deiataalkeunst'}"
frs,Eastern Frisian,Indo-European languages,Digital Humanities,False,4,0.2226,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Ollama:loanword,Claude:compound; Gemini:compound,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,Eastern Frisian uses Germanic compound structure similar to German. 'Digitale' for 'Digital' and 'Geisteswetenschaften' (sciences of the mind/spirit) is the established term for humanities in related Low German varieties.,"Eastern Frisian often borrows from the German and Dutch influences for modern terms, using 'Digitale' akin to German/Dutch 'Digital', and 'Humanistik' aligning with broader Western academic terminology.","This translation combines 'digitoale' (digital) and 'humanitäten' (humanities), which is a direct and understandable rendering in Eastern Frisian, following the pattern of similar compound terms.","Based on the German loanwords and linguistic features of Eastern Frisian, a language closely related to Low German.","{'OpenAI': 'Digitale Humanistik', 'Claude': 'Digitale Geisteswetenschaften', 'Gemini': 'Digitoale Humanitäten', 'Ollama': 'Digitale Minsker Humanisten'}"
fud,East Futuna,Austronesian languages,Digital Humanities,False,4,0.1947,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 5,False,Gemini:loanword,Claude:compound; Claude:combining; OpenAI:combining; Gemini:prefix; Ollama:combining,,4,4,19,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"In East Futunan, 'fakamatala' means knowledge/learning/study and 'numera' refers to digital/numerical concepts. This compound captures the essence of Digital Humanities as the study combining digital methods with humanistic inquiry.",East Futuna incorporates both digital ('akuga') and humanities ('fakamatala') to convey the field combining technology and the study of human culture.,"East Futunan is a Polynesian language. 'Faka-' is a common prefix to form adjectives or indicate 'in the manner of' or 'related to'. 'Tangata' means 'human' or 'person'. 'Komiuta' is a loanword for 'computer', widely understood in the region. Thus, 'Faka-Tangata Faka-Komiuta' conveys 'Humanities rel","Combining the words for 'digital' and 'humanities', with some flexibility in translating 'humanities' as it is a Western concept.","{'OpenAI': ""Himaniti'i Fakatekonolosi"", 'Claude': 'Fakamatala Numera', 'Gemini': 'Faka-Tangata Faka-Komiuta', 'Ollama': 'Tamaŋa o le Tōfāga'}"
fuq,Central-Eastern Niger Fulfulde,Niger-Kordofanian languages,Digital Humanities,False,4,0.1829,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 3; services with data: 4,True,Claude:loanword; OpenAI:borrowed; Gemini:borrowing,Claude:combining; Ollama:combining,,4,4,19,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combining 'tippuɗe' (sciences/knowledge) with 'nokkuuji' (humanities/human matters) and 'digital' (adapted loanword), following Fulfulde noun class patterns for fuq dialect","The term 'Digital Humanities' is translated as 'Pulaaku Digital' in Central-Eastern Niger Fulfulde. 'Pulaaku' refers to the concept of culture and humanistic aspects within the Fulani community, while 'Digital' is borrowed from English to represent modern technological aspects.","This translation combines 'Faggudu' (knowledge/scholarship), 'Himma' (effort/endeavor, often used for 'humanities' in a broader sense of humanistic pursuit), and 'Dijital' (digital, a direct borrowing due to lack of a native equivalent that captures the technical nuance). It aims to convey 'digital ","Combining the Fulani concept of 'gɗɓaɓo' (digital) with 'fulɓe maayo' (humanities), adapting to the Niger dialect","{'OpenAI': 'Pulaaku Digital', 'Claude': 'Ganndal Tiiɗɗe Nimre', 'Gemini': 'Faggudu Himma Dijital', 'Ollama': 'Gɗɓaɓo fulɓe maayo'}"
fur,Friulian,Indo-European languages,Digital Humanities,False,5,0.2883,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 0; construction signals: 1,False,,Ollama:compound,,3,3,15,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Direct translation following Friulian grammatical structure where 'Umanitâts' means 'Humanities' and 'Digitâls' means 'Digital', with the adjective following the noun as is typical in Romance languages including Friulian.","The term 'Digital Humanities' is translated to 'Umanistichis Digitâls' in Friulian, which combines 'Umanistichis' (Humanities) and 'Digitâls' (Digital), reflecting the interdisciplinary field that merges humanities and digital technology.",This is a direct and accurate translation. 'Umanitâts' means 'Humanities' and 'Digitâls' means 'Digital' in Friulian. The plural form for 'Humanities' is standard in both languages.,"Compound noun, following Latin-inspired pattern common in scientific terminology in Friulian language. 'Digital' and 'Humanities' are combined into a single compound word.","{'Google Translate': 'Lis siencis umanis digjitâls', 'OpenAI': 'Umanitâts Digitâls', 'Claude': 'Umanitâts Digitâls', 'Gemini': 'Umanitâts Digitâls', 'Ollama': 'Umanitaris Digitalis'}"
fuv,Nigerian Fulfulde,Niger-Kordofanian languages,Digital Humanities,False,4,0.1498,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 2; construction signals: 1,False,Claude:borrowed; Gemini:borrowing,Ollama:combining,,4,4,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'Dijital' (digital, borrowed term commonly used) with 'Jimɗol Aadameeji' (human knowledge/sciences), following Fulfulde noun structure where 'jimɗol' refers to knowledge/learning and 'aadameeji' relates to humanity/human affairs.","Nigerian Fulfulde refers to 'humanities' as 'Humiyol' and 'digital' as 'Digitaal', adhering to syntactic structure and relevant lexicon of the language.","Fulfulde does not have a direct equivalent for 'Digital Humanities'. 'Himma' means 'endeavor' or 'effort', and 'Dijital' is a direct borrowing for 'Digital', which is commonly understood and used in modern Fulfulde contexts, especially in Nigeria. This combination best conveys the sense of an academ",Combining 'Tukkunko' (digital) and 'Fasalta' (humanities),"{'OpenAI': 'Humiyol Digitaal ngol', 'Claude': 'Ganndal Dijitaal', 'Gemini': 'Himma Dijital', 'Ollama': 'Tukkunko Fasalta'}"
fvr,Fur,Nilo-Saharan languages,Digital Humanities,False,4,0.1585,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 2; construction signals: 2,False,Claude:loanword; Gemini:transliterat,Ollama:combining; Ollama:suffix,,4,4,17,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Fur uses Arabic script and borrows terms from Arabic and English. 'Dijital' is a loanword adaptation of 'digital' and 'Insaniyet' is derived from Arabic 'insāniyyāt' meaning humanities/human sciences, commonly used in Sudanese Arabic context where Fur is spoken.","Currently, there is limited documentation on specific translations in Fur for modern academic disciplines like Digital Humanities. Thus, English terms are adopted directly.","Fur is a Nilo-Saharan language. The most common approach for translating modern technical terms into Fur, especially when a direct equivalent doesn't exist, is to transliterate the English term. This allows for recognition while integrating it into the phonological system of Fur. 'Dííjítàl' and 'Húm","Composition of 'digital' and 'humanities' in Fur, combining the modern concept with a traditional suffix indicating a field of study.","{'OpenAI': 'Furkalal Leenaawo', 'Claude': 'Insaaniyaati Dijitaal', 'Gemini': 'Dííjítàl Húmánítíz', 'Ollama': 'Tävix Käluxän'}"
fy,Western Frisian,Indo-European languages,Digital Humanities,False,6,0.2354,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 6,True,Gemini:borrowed,Claude:compound; Ollama:combining,,5,5,18,False,['Latin'],"[('Google Translate', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Direct translation following Western Frisian linguistic patterns: 'Digitale' (digital) + 'Geesteswittenskippen' (humanities/liberal arts), consistent with how compound academic terms are formed in Frisian","The term 'Digital Humanities' is translated to 'Digitale Geasteswittenskippen' in Western Frisian, where 'digitale' corresponds to 'digital' and 'geasteswittenskippen' corresponds to 'humanities' (literally 'spiritual sciences').","This is a direct and common translation. 'Digitale' means 'digital' and 'Humaniora' is the standard term for 'humanities' in Frisian, borrowed from Latin via Dutch, similar to its use in many European languages.","literally 'digital human knowledge', combining the English term and the Frisian equivalent of 'humanities'","{'Google Translate': 'Digitale Humaniora', 'Lingvanex': 'Digital Humanities', 'OpenAI': 'Digitale Geasteswittenskippen', 'Claude': 'Digitale Geesteswittenskippen', 'Gemini': 'Digitale Humaniora', 'Ollama': 'Digitalen Menskerjocht'}"
ga,Irish,Indo-European languages,Digital Humanities,False,7,0.3606,TRANSMOGRIFICATION,No Wikipedia; 2 distinct outputs; absence signals: 0; construction signals: 2,False,,Ollama:compound; Ollama:combining,,2,2,20,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Direct translation where 'Daonnachtaí' means 'Humanities' and 'Digiteacha' means 'Digital' in Irish, following standard Irish grammatical structure with the adjective following the noun.","The term 'Digital Humanities' translates to 'Daonnachtaí Digiteacha' in Irish, where 'Daonnachtaí' means 'Humanities' and 'Digiteacha' means 'Digital', reflecting the use of digital technology in humanities research.",This is the direct and widely accepted translation. 'Daonnachtaí' means 'Humanities' and 'Digiteacha' means 'Digital'.,"Compound noun combining 'digital' (digitíoch) with 'humanities' (eolaíochtaí), following Irish grammatical patterns.","{'Google Translate': 'Daonnachtaí Digiteacha', 'EasyNMT': 'Daonnachtaí Digiteacha', 'Lingvanex': 'Daonnachtaí Digiteacha', 'OpenAI': 'Daonnachtaí Digiteacha', 'Claude': 'Daonnachtaí Digiteacha', 'Gemini': 'Daonnachtaí Digiteacha', 'Ollama': 'Dlíthe Digiteacha na hEolais'}"
gaa,Ga,Niger-Kordofanian languages,Digital Humanities,False,6,0.1338,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 6,True,Gemini:loanword,Ollama:prefix,,6,6,46,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,Combines 'akɔntrɛŋ' (digital/electronic) and 'nɔɔlɛdʒi' (knowledge/learning) to convey the concept of Digital Humanities in Ga,The term remains the same as it is a specialized concept that often retains its original form across languages due to lack of a direct equivalent.,"Ga does not have a direct equivalent for 'digital' or 'humanities'. 'Diigital' is a loanword adaptation for 'digital'. 'Niiŋmaa' means 'knowledge' or 'learning', and 'kpakpa' means 'good' or 'excellent', implying a field of study or a body of knowledge that is valuable. Together, it conveys the idea",Literally 'Humanities through technology' or 'Studies of culture through digital means'. I used the prefix 'ba ni' (humanities) and added a phrase indicating the use of technology.,"{'Google Translate': 'Dijital Adesai Ahe Nilee', 'EasyNMT': 'Nibii ni Haa Mɔ Tsui Nyɔɔ Emli ni Haa Mɔ Tsui Nyɔɔ Emli', 'OpenAI': 'Digital Humanities', 'Claude': 'Akɔntrɛŋ Nɔɔlɛdʒi', 'Gemini': 'Diigital Niiŋmaa Kpakpa', 'Ollama': 'B\\~a n\\~i w\\~e t\\~ie'}"
