n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,term_source,language_code,language_name,language_family,service,is_baseline,difference_types
4,2,0.5,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Tisnakiwin Timezgalin', 'github_searcher': 'Digital Humanities', 'judge': 'ⵜⵉⵙⵏⴰⴽⵉⵡⵉⵏ ⵜⵉⵎⵣⴳⴰⵍⵉⵏ'}",Digital Humanities,grr,grr,Afro-Asiatic languages,Claude,False,content
4,3,0.75,ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ,"{'minimal': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ', 'fluent_speaker': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ', 'github_searcher': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵉⵜ', 'judge': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ'}",Digital Humanities,grr,grr,Afro-Asiatic languages,Gemini,False,content
4,1,0.25,ⵉⵎⴰⵙⵙⵏ ⵉⵎⵉⴷⵉⵢⵏ,"{'minimal': 'ⵉⵎⴰⵙⵙⵏ ⵉⵎⵉⴷⵉⵢⵏ', 'fluent_speaker': 'Tifratin n Uselmed n Ufgan', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ'}",Digital Humanities,grr,grr,Afro-Asiatic languages,DeepSeek,False,content
4,1,0.25,Ḥumaynât n Uṣul,"{'minimal': 'Ḥumaynât n Uṣul', 'fluent_speaker': 'Taznayyim tiqbaylit', 'github_searcher': 'Taznatit Humanities digital', 'judge': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵉⵜ'}",Digital Humanities,grr,grr,Afro-Asiatic languages,Llama,False,content
4,1,0.25,Tigdat Ɣerzuman,"{'minimal': 'Tigdat Ɣerzuman', 'fluent_speaker': 'Tigdayli Ṛṛāḍi', 'github_searcher': 'Tamazight Ḍigitāl', 'judge': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ'}",Digital Humanities,grr,grr,Afro-Asiatic languages,Gemma,False,content
4,1,0.25,Ulusmat n-tawssir al-baḥth al-ʿilāmī,"{'minimal': 'Ulusmat n-tawssir al-baḥth al-ʿilāmī', 'fluent_speaker': 'Ulusat al-ḍirār al-dawliyya', 'github_searcher': 'تالنيم الحاسوبية', 'judge': 'Tisnakiwin Timezgalin'}",Digital Humanities,grr,grr,Afro-Asiatic languages,Qwen,False,content
4,1,0.25,No standardized translation available,"{'minimal': 'No standardized translation available', 'fluent_speaker': 'I-qar-a qar-i-t-e-s-u-n-i-y-i-m', 'github_searcher': 'Humanitats Digilta', 'judge': 'ⵜⴰⵎⴰⵣⵉⵖⵜ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵜ'}",Digital Humanities,grr,grr,Afro-Asiatic languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mhn,mhn,Indo-European languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mhn,mhn,Indo-European languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mhn,mhn,Indo-European languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mhn,mhn,Indo-European languages,Lingvanex,True,
4,2,0.5,Digitale Humanistìk,"{'minimal': 'Digitale Humanistìk', 'fluent_speaker': 'Digitale Humanistike', 'github_searcher': 'Digitale Humanität', 'judge': 'Digitale Humanistìk'}",Digital Humanities,mhn,mhn,Indo-European languages,OpenAI,False,content
4,1,0.25,Digitale Geistesbissenschaften,"{'minimal': 'Digitale Geistesbissenschaften', 'fluent_speaker': 'Digitale Geistesbissenschoftn', 'github_searcher': 'Digitale Geisteswissenschaften', 'judge': 'Digitale Geisteswissenschoftn'}",Digital Humanities,mhn,mhn,Indo-European languages,Claude,False,content
4,2,0.5,Digitale Humanistik,"{'minimal': 'Digitale Geisteswissenschåftn', 'fluent_speaker': 'Digitale Humanistik', 'github_searcher': 'Digitale Geisteswissenschaften', 'judge': 'Digitale Humanistik'}",Digital Humanities,mhn,mhn,Indo-European languages,Gemini,False,content
4,2,0.5,Digitale Menschheit,"{'minimal': 'Digitale Menschheit', 'fluent_speaker': 'Digitale Menschheit', 'github_searcher': 'Digitale Humanistiken', 'judge': 'Digitale Geisteswissenschaften'}",Digital Humanities,mhn,mhn,Indo-European languages,DeepSeek,False,content
4,1,0.25,Digiàlles Umanitàes,"{'minimal': 'Digiàlles Umanitàes', 'fluent_speaker': 'Digitala Umanità', 'github_searcher': 'Digitale Humanitäten', 'judge': 'Digitale Geisteswissenschaften'}",Digital Humanities,mhn,mhn,Indo-European languages,Llama,False,content
4,1,0.25,Umanità Digitol,"{'minimal': 'Umanità Digitol', 'fluent_speaker': 'Umanità Digitala', 'github_searcher': 'Umanità Degetalë', 'judge': 'Digitali Umanitàes'}",Digital Humanities,mhn,mhn,Indo-European languages,Gemma,False,content
4,1,0.25,Dzidzoret kumanistika,"{'minimal': 'Dzidzoret kumanistika', 'fluent_speaker': 'Dizjital Húmanistía', 'github_searcher': 'Dilitjalin Humanjines', 'judge': 'Digitale Humanistik'}",Digital Humanities,mhn,mhn,Indo-European languages,Qwen,False,content
4,1,0.25,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Digital Humanitats', 'github_searcher': 'Humanitats Digitals', 'judge': 'Digitale Geisteswissenschaften'}",Digital Humanities,mhn,mhn,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snf,snf,Atlantic-Congo,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snf,snf,Atlantic-Congo,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snf,snf,Atlantic-Congo,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snf,snf,Atlantic-Congo,Lingvanex,True,
3,2,0.6667,Digital Humanities,"{'minimal': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Nyaamɗe Dijital'}",Digital Humanities,snf,snf,Atlantic-Congo,OpenAI,False,content
4,2,0.5,Digital Humanities,"{'minimal': 'I cannot provide a translation', 'fluent_speaker': 'Jàngu Ciifeer', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,snf,snf,Atlantic-Congo,Claude,False,content
4,1,0.25,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'fluent_speaker': 'Ndaam Ndaam-a-Yoon', 'github_searcher': 'Digital Humanities', 'judge': 'Jàngu Ciifeer'}",Digital Humanities,snf,snf,Atlantic-Congo,Gemini,False,content
4,2,0.5,Nyaamɗe Dijital,"{'minimal': 'Nyaamɗe Dijital', 'fluent_speaker': 'Ndimbal Mbindin', 'github_searcher': 'Ndiw ñaawte', 'judge': 'Nyaamɗe Dijital'}",Digital Humanities,snf,snf,Atlantic-Congo,DeepSeek,False,content
4,1,0.25,Digidal Humenitis,"{'minimal': 'Digidal Humenitis', 'fluent_speaker': 'Tiwala tatu ya digitali', 'github_searcher': 'Uhandisi wa Digital', 'judge': 'Jàngu Ciifeer'}",Digital Humanities,snf,snf,Atlantic-Congo,Llama,False,content
4,3,0.75,Digitaal Humaniora,"{'minimal': 'Digitaal Humaniora', 'fluent_speaker': 'Ŋa’a Ŋwéŋ Ŋwéŋŋa', 'github_searcher': 'Digitaal Humaniora', 'judge': 'Digitaal Humaniora'}",Digital Humanities,snf,snf,Atlantic-Congo,Gemma,False,content
4,1,0.25,数位人文,"{'minimal': '数位人文', 'fluent_speaker': 'دېټریټل هاینټمینس', 'github_searcher': 'Diliti Jumhuriyati', 'judge': 'Jàngu Ciifeer'}",Digital Humanities,snf,snf,Atlantic-Congo,Qwen,False,content
4,1,0.25,الإنسانية الرقمية,"{'minimal': 'الإنسانية الرقمية', 'fluent_speaker': 'الإنسانية المعلوماتية الدقيقة', 'github_searcher': 'الإنسانيات الدقيقة', 'judge': 'Jàngu Ciifeer'}",Digital Humanities,snf,snf,Atlantic-Congo,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,lld,lld,Indo-European languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,lld,lld,Indo-European languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,lld,lld,Indo-European languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,lld,lld,Indo-European languages,Lingvanex,True,
4,4,1.0,Umanistiches Digiteles,"{'minimal': 'Umanistiches Digiteles', 'fluent_speaker': 'Umanistiches Digiteles', 'github_searcher': 'Umanistiches Digiteles', 'judge': 'Umanistiches Digiteles'}",Digital Humanities,lld,lld,Indo-European languages,OpenAI,False,all_identical
4,4,1.0,Umanistics Digitales,"{'minimal': 'Umanistics Digitales', 'fluent_speaker': 'Umanistics Digitales', 'github_searcher': 'Umanistics Digitales', 'judge': 'Umanistics Digitales'}",Digital Humanities,lld,lld,Indo-European languages,Claude,False,all_identical
4,2,0.5,Umanitês Digitela,"{'minimal': 'Umanitês Digitela', 'fluent_speaker': 'Umanitês Digitela', 'github_searcher': 'Umanistiches Digiteies', 'judge': 'Umanistiches Digitales'}",Digital Humanities,lld,lld,Indo-European languages,Gemini,False,content
4,1,0.25,Umanistiches Digitei,"{'minimal': 'Umanistiches Digitei', 'fluent_speaker': 'Umanistiches Digiteles', 'github_searcher': 'Umanistica Digitele', 'judge': 'Umanistiches Digitales'}",Digital Humanities,lld,lld,Indo-European languages,DeepSeek,False,content
4,1,0.25,Umanitàs digitalis,"{'minimal': 'Umanitàs digitalis', 'fluent_speaker': 'Umanità digitale', 'github_searcher': 'Umanità Digital', 'judge': 'Umanità digitala'}",Digital Humanities,lld,lld,Indo-European languages,Llama,False,content
4,3,0.75,Umanità Digitala,"{'minimal': 'Umanità Digitala', 'fluent_speaker': 'Umanità Digitala', 'github_searcher': 'Umanities Digitales', 'judge': 'Umanità Digitala'}",Digital Humanities,lld,lld,Indo-European languages,Gemma,False,content
4,1,0.25,Dinèrtal Humànt,"{'minimal': 'Dinèrtal Humànt', 'fluent_speaker': 'Digitale Humanistie', 'github_searcher': 'Digitale Humanistica', 'judge': 'Umanità Digitala'}",Digital Humanities,lld,lld,Indo-European languages,Qwen,False,content
4,1,0.25,Humanitats digitales,"{'minimal': 'Humanitats digitales', 'fluent_speaker': 'Digital Humanitats', 'github_searcher': 'Humanitats Digitals', 'judge': 'Umanistiches Digiteles'}",Digital Humanities,lld,lld,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,apd,apd,Afro-Asiatic languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,apd,apd,Afro-Asiatic languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,apd,apd,Afro-Asiatic languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,apd,apd,Afro-Asiatic languages,Lingvanex,True,
4,4,1.0,العلوم الإنسانية الرقمية,"{'minimal': 'العلوم الإنسانية الرقمية', 'fluent_speaker': 'العلوم الإنسانية الرقمية', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'العلوم الإنسانية الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,OpenAI,False,all_identical
4,4,1.0,العلوم الإنسانية الرقمية,"{'minimal': 'العلوم الإنسانية الرقمية', 'fluent_speaker': 'العلوم الإنسانية الرقمية', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'العلوم الإنسانية الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,Claude,False,all_identical
4,4,1.0,العلوم الإنسانية الرقمية,"{'minimal': 'العلوم الإنسانية الرقمية', 'fluent_speaker': 'العلوم الإنسانية الرقمية', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'العلوم الإنسانية الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,Gemini,False,all_identical
4,4,1.0,العلوم الإنسانية الرقمية,"{'minimal': 'العلوم الإنسانية الرقمية', 'fluent_speaker': 'العلوم الإنسانية الرقمية', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'العلوم الإنسانية الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,DeepSeek,False,all_identical
4,2,0.5,الإنسانيات الرقمية,"{'minimal': 'الآداب الرقمية', 'fluent_speaker': 'الانجازات الدجيتالية للعلوم الإنسانية', 'github_searcher': 'الإنسانيات الرقمية', 'judge': 'الإنسانيات الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,Llama,False,content
4,3,0.75,الإنسانيات الرقمية,"{'minimal': 'الإنسانيات الرقمية', 'fluent_speaker': 'الإنسانية الرقمية', 'github_searcher': 'الإنسانيات الرقمية', 'judge': 'الإنسانيات الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,Gemma,False,content
4,1,0.25,الهنسية الرقمية,"{'minimal': 'الهنسية الرقمية', 'fluent_speaker': 'هندسة الديجيتال', 'github_searcher': 'دیجیتال حมนثویا', 'judge': 'الإنسانيات الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,Qwen,False,content
4,2,0.5,الإنسانيات الدقيقة,"{'minimal': 'الإنسانية الدقيقة', 'fluent_speaker': 'الإنسانيات الدقيقة', 'github_searcher': 'الإنسانيات الدقيقة', 'judge': 'العلوم الإنسانية الرقمية'}",Digital Humanities,apd,apd,Afro-Asiatic languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,suz,suz,Sino-Tibetan languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,suz,suz,Sino-Tibetan languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,suz,suz,Sino-Tibetan languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,suz,suz,Sino-Tibetan languages,Lingvanex,True,
3,2,0.6667,डिजिटल मानविकी,"{'minimal': 'Digital Humanities', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,suz,suz,Sino-Tibetan languages,OpenAI,False,content
4,4,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'fluent_speaker': 'डिजिटल मानविकी', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,suz,suz,Sino-Tibetan languages,Claude,False,all_identical
4,4,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'fluent_speaker': 'डिजिटल मानविकी', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,suz,suz,Sino-Tibetan languages,Gemini,False,all_identical
4,4,1.0,डिजिटल मानविकी,"{'minimal': 'डिजिटल मानविकी', 'fluent_speaker': 'डिजिटल मानविकी', 'github_searcher': 'डिजिटल मानविकी', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,suz,suz,Sino-Tibetan languages,DeepSeek,False,all_identical
4,2,0.5,मानविकी डिजिटल,"{'minimal': 'डिजिटल मानवशास्त्र', 'fluent_speaker': 'Dhigalai Kala Jyoti', 'github_searcher': 'मानविकी डिजिटल', 'judge': 'मानविकी डिजिटल'}",Digital Humanities,suz,suz,Sino-Tibetan languages,Llama,False,content
4,1,0.25,Džigitalū Humanitarė,"{'minimal': 'Džigitalū Humanitarė', 'fluent_speaker': 'Dìgìtāl Ìsìsì Ìsìsì', 'github_searcher': 'Manusa Digital', 'judge': 'डिजिटल मानविकी'}",Digital Humanities,suz,suz,Sino-Tibetan languages,Gemma,False,content
4,1,0.25,Digitiko Janaj Jnanma,"{'minimal': 'Digitiko Janaj Jnanma', 'fluent_speaker': 'दिजिटल ह्यूमनाइटीज़', 'github_searcher': 'Suganu Sumanubag', 'judge': 'डिजिटल मानवशास्त्र'}",Digital Humanities,suz,suz,Sino-Tibetan languages,Qwen,False,content
3,1,0.3333,Dhigital Hjumanihtis,"{'fluent_speaker': 'Dhigital Hjumanihtis', 'github_searcher': 'Digital Humanitazionis', 'judge': 'डिजिटल मानवी'}",Digital Humanities,suz,suz,Sino-Tibetan languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,bjt,bjt,Atlantic-Congo,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,bjt,bjt,Atlantic-Congo,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,bjt,bjt,Atlantic-Congo,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,bjt,bjt,Atlantic-Congo,Lingvanex,True,
2,1,0.5,Digital Humanities,"{'github_searcher': 'Digital Humanities', 'judge': 'Teebu Kajin'}",Digital Humanities,bjt,bjt,Atlantic-Congo,OpenAI,False,content
4,3,0.75,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Nhumaniidaadis Dijitaal', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,bjt,bjt,Atlantic-Congo,Claude,False,content
4,1,0.25,Unable to provide an accurate translation at this time.,"{'minimal': 'Unable to provide an accurate translation at this time.', 'fluent_speaker': 'Kompitaa Nyaana', 'github_searcher': 'Humanidades Digitais', 'judge': 'Nhumaniidaadis Dijitaal'}",Digital Humanities,bjt,bjt,Atlantic-Congo,Gemini,False,content
4,1,0.25,Dijital Humano,"{'minimal': 'Dijital Humano', 'fluent_speaker': 'Nhaa di Dijital', 'github_searcher': 'Digital Humanities', 'judge': 'Nhumaniidaadis Dijitaal'}",Digital Humanities,bjt,bjt,Atlantic-Congo,DeepSeek,False,content
4,1,0.25,Teebu Kajin,"{'minimal': 'Teebu Kajin', 'fluent_speaker': 'Kuɗaŋi tereŋo', 'github_searcher': 'Tèknoòmì Bajà', 'judge': 'Nhumaniidaadis Dijitaal'}",Digital Humanities,bjt,bjt,Atlantic-Congo,Llama,False,content
4,1,0.25,Ganjal-Ganjal Diɲɛ,"{'minimal': 'Ganjal-Ganjal Diɲɛ', 'fluent_speaker': 'Dumun Digital Inan Bëj', 'github_searcher': 'Humanidades Diigitaal', 'judge': 'Humanidades Digitais'}",Digital Humanities,bjt,bjt,Atlantic-Congo,Gemma,False,content
4,1,0.25,Dijitali Dhimashafiqo,"{'minimal': 'Dijitali Dhimashafiqo', 'fluent_speaker': 'Díligis Húmanitáns', 'github_searcher': 'Djigila Mwana', 'judge': 'Nhumaniidaadis Dijitaal'}",Digital Humanities,bjt,bjt,Atlantic-Congo,Qwen,False,content
4,1,0.25,Buju Nim Kriki Yumana,"{'minimal': 'Buju Nim Kriki Yumana', 'fluent_speaker': 'Teknoloji Digitál, Inimisi Yumu', 'github_searcher': 'Humanidades Digitais', 'judge': 'Nhumaniidaadis Dijitaal'}",Digital Humanities,bjt,bjt,Atlantic-Congo,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mww,mww,Hmong-Mien languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mww,mww,Hmong-Mien languages,Google Translate,True,
