search_term,natural_language,counts,directionality,search_term_source,category,keep_term
ડિજિટલ માનવતા,"gjk, gu",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
ஜிடிடல் மனவர்கள்,"gjk, noe",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
цифрові гуманітарні науки,"rue, uk",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",true
डिजिटल मानवी शास्त्र,"gom, kok",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
digitale menschologiese,"gos, zea",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ဒီဂျစ်တယ် လူမှုရေးသိပ္ပံ,"eky, kht",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
stafræn hugvísindi,"fo, is",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
humana digitale,"uli, yap",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
డిజిటల్ మానవీయ శాస్త్రం,"gon, lmn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
дигитални хуманистика,"bg, otk",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ডিজিটাল হিউম্যানিটিস,"mro, rhg",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
humanitez digitales,"frm, fro",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
زانستە دیجیتاڵییەکانی مرۆڤایەتی,"ku, sdh",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
artes digitales,"frm, fro",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
دیجیتال شماستان,"glk, prd",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
digitale jantienkunde,"frr, frs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale geisteswetenschappen,"frs, nds",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
raqamli gumanitar fanlar,"uz, uz_AF",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
elektron tarixiyotlik,"uz, uz_AF",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
دیجیتال انسانی علوم,"glk, haz",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ψηφιακές ανθρωπιστικές επιστήμες,"el, pnt",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",true
muthamaki wa digital,"ebu, ki",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
د دیجیټل هنسیم,"haz, ps",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
rêjeyên dijîtal û adab,"ckb, sdh",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ଡିଜିଟାଲ୍ ହ୍ୟୁମାନିଟିଜ୍,"or, sat",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
дигитална хуманистика,"sr, srb",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",true
ศาสตร์วิทยุดิจิทัล,"sou, tts",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ดิจิทัลฮูมันนิสต์,"sou, tts",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
pengajian digital,"iba, zmi",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ادبیات دیجیتال,"jpr, uz_AF",2,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
цифровой гуманитарный науки,"ckt, tkr",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
مرۆڤایەتیی دیجیتاڵی,"ckb, sdh",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ubumuntu bwa dijitali,"nym, rw",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
زانستە مرۆییە دیجیتاڵییەکان,"ckb, ku",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
kamanungsan digital,"jv, map-bms",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ციფრული ჰუმანიტარული მეცნიერებები,"ka, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanistikê dijital,"diq, zza",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
thuto ya botho ya dijithale,"nso, st",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitali hadamadenya,"kao, mwk",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
dijital adabiyot,"chg, ug",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
uhumani wa dijitali,"nym, suk",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
dijital yumanitis,"jam, kri",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanité numérique,"sg, wo",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
tlhokomelo ya digital,"st, tn",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital a humanidades,"ilo, pag",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mazina'iganing gikendaasowin,"ojb, ojw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
limannite dijital,"crs, mfe",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
iminite digital,"crs, mfe",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
limanite dizital,"crs, mfe",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᑲᑎᒪᐠ ᐊᓂᔑᓈᐯᒧᐎᓐ,"ojb, ojs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал хуманитарии,"inh, mn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
bimaadiziwin gikinoo'amaagook,"oj, ojw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalihumanitaaria,"izh, vot",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mazina'iganing gikino'amaadiwin,"oj, ojc",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanitats digitalas,"oc, pro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ଡିଜିଟାଲ୍ ମାନବିକତା,"or, srb",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
uhandisi wa kielektroniki,"sw, wni",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digital humanitates,"ie, nov",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaalizet humanitaarizet,"izh, vot",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᑎᒋᑕᓪ ᐊᔨᒧᐎᓐ,"crj, crm",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
डिजिटल ह्युमनिटिज,"diq, lep",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
obuhangwa bwa dijito,"cgg, nyn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
дигитал гуманитарш,"ce, inh",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дижитал гуманитарна ухаан,"bua, bxr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kabudayaan digital,"bug, sas",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlatequitl tlahtolli,"nch, nhw",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
cov neeg siv lus fua ntawm kev sau huv,"hmn, mww",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale humaniti,"dz, tsj",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
nasin sona pi ilo nanpa,"tok, tokipona",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
numizmatika digitalna,"sh, sr",2,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
pana seme,"tok, tokipona",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
тоон хүмүүнлиг ухаанууд,"bua, bxr",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрови гуманитарни ӏилманаш,"ce, inh",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tēchiyōtl tlāltikpak,"nch, nhe",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
дигиталне хуманистичке науке,"sh, sr",2,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
teknologi manusia digital,"naq, sei",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kev kawm txog tib neeg hauv tshuab,"hmn, hnj",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᑎᔨᑕᓪ ᐃᓄᐃᑦ ᐃᓕᖅᑯᓯᖏᑦ,"ike, iu",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
डिजिटल मानवता,"hi, mr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",true
umanistiche digitêl,"egl, rgn",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubuciko bedijithali,"nd, zu",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",true
ubuntu bedijithali,"nd, xh",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
imihlabathi yedigithali,"nd, nr",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kev tshawb fawb txog tib neeg hauv ntiaj teb digital,"hnj, mww",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
رقمی علوم انسانی,"ota, uz_AF",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
dijital beşeri bilimler,"otk, tr",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",true
digitaalmáhkkár,"smn, sms",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitalne humanitne wědy,"dsb, hsb",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitalne humanistiske wědy,"dsb, hsb",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitalno humaniàlo,"rmy, rom",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
humanismu digital,"kea, kmb",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitats digil,"dty, knf",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
bantu ya mayele ya dijitali,"kg, lua",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
cyfrowe humanistyka,"sli, szl",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaal humaniora,"hoj, snf",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
digitale mensenwetenschappen,"nds-nl, nl",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",true
dijitali hadamaya,"dyu, man",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ዲጂታል ሰብኣዊ ሳይንስ,"byn, ti",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
дижитал хүмүүнлэг,"bxr, mn",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fakaaue digitale,"tkl, tvl",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitalno manušikane đanipena,"rmy, rom",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
humanidat digital,"an, pap",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
limanité nimérik,"lou, rcf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitats digilisi,"bas, kao",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
డిజిటల్ మానవశాస్త్రం,"lmn, te",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
دیجیټل هنسینم,"bal, prd",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
дигитални гуманитарии,"mk, rom",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mukhulupi digitali,"mgh, ny",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale humanitäre,"als, gsw",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanistică digitală,"mo, ro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ܝܘܠܦܢܐ ܕܐܢܫܘܬܐ ܕܝܓܝܛܠ,"arc, syc",2,rtl,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
skaitmeninės humanitarinės muokslā,"bat-smg, sgs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
دیجیٹل ھیومینٹیز,"bal, bgn",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
științe umaniste digitale,"mo, ro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
المنظور الرقمي للإنسانيات,"aeb, ars",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ডিজিটাল মানব সাহিত্য,"as, rjs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ციფრული ჰუმანიტარული მეცნიერებეფი,"lzz, xmf",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ܐܢܬܪܣܘܦܝܐ ܕܝܓܝܛܠܝܐ,"arc, syr",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
humanidades dixitales,"an, mwl",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
digitaal humanistika,"avk, fiu-vro",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
إنسانيات رقمية,"ar, rmt",2,rtl,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, STRUCTURAL_ABSENCE",true
ܝܘܠܦܢܐ ܕܐܢܫܘܬܐ ܕܝܓܝܛܠܝܐ,"aii, syr",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
digitaal menswetenskap,"xcr, xld",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sayansi ya dijitali ya binadamu,"wni, zdj",2,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ዲጂታል ሂውማኒቲስ,"am, byn",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
uhimya wa nsuku wa nsuku,"mgh, vmw",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
shkencat humane digjitale,"aln, sq",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
njerëzitë dixhitale,"aln, sq",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
skaitmenėnė humanitarika,"bat-smg, sgs",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitetet digjitale,"aln, sq",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифралыг гуманитарлық,"alt, tyv",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
digital nnipa ho adesua,"ak, fat",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
shkencat humane dixhitale,"als, sq",2,ltr,Digital Humanities,"STRUCTURAL_ABSENCE, TRANSMOGRIFICATION",true
rəqəmsal humanitar elmlər,"az, tly",2,ltr,Digital Humanities,"PRODUCTIVE_DISAGREEMENT, TRANSMOGRIFICATION",true
zistwar digital,"mfe, rcf",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
skaitmeninė humanitaristika,"bat-smg, lt",2,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kastom bilong kompjuta,"mgo, rug",2,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ディジタル・ヒューマニテイズ,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlhingan hol viqelnis,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digital humanitá,pap,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
rechad el kirel a tekoi er a kompyuter,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kleluldiil a beluu er a beluol,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlahtoliztli tlachiapantli yohuatzintli,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umènes numérikes,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
bilang ng nguiang digital,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talai siapnet,pau,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanités numérikes,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
numérique humannités,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dijita'la huma'niti,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
agtuat a digital,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
xopoyóch telpochcalli ñudzínauh,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidatnan digital,pap,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
идэкстэрмуморти,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dagiti digital na kultura,pag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифронь гуманитарият,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
aramat digital nga pangantusta,pag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kagamitan sa kultura digital,pag,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐭣𐭩𐭢𐭫𐭩𐭠𐭭 𐭧𐭥𐭬𐭠𐭭𐭩𐭪,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
hunar ī dēnīg,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
گیتیک ماردُم-پَروَری,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
dīgītāl ērānšahr dāniš,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
цифрань гуманитарнай наукат,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
teknoloji ya bensi,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitāhīg ānāmag,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
dēn-gēh rēz-wēh,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
دانش‌شناسی دیجیتال,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
داستان دیگیتال و ادب,pal,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
mvulunyambo yake digitale,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mabɛ́nɔ̀ kɛ́lɛ́mɛ́,mde,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital a kaalaman,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitál a kapamanungán,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlahtolli yolotlikuicatl,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale gelehrsamkeit,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
salamatan digital,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitral humanidad,pam,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
neh jiyaj,pcd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tekarihwá:ken ne ionkwa'nikonhrakén:ton,moh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaali geesteswisseschafte,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
𐤃𐤉𐤂𐤀𐤋 𐤇𐤌𐤍𐤉𐤌𐤉𐤌,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
دیجیتال گویندگانی از معرفت,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
fravarane vidēvadāta-zīrānām zarathuštrianam yazamaide,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale geeschdewisseschafde,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitali geisteswisseschafte,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitali humaniora,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kankan n'nyamakala komputa,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitali humanischde,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale minschter,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ziffrischi humanität,pfl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
𐤇𐤊𐤌𐤕 𐤀𐤎𐤐𐤓𐤕,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
tlālli tlamatiliztli,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐤇𐤊𐤌𐤕 𐤓𐤒𐤌𐤕,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
dulubu yalumtigü,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐤃𐤉𐤂𐤉𐤕𐤋 𐤄𐤅𐤌𐤀𐤍𐤉𐤕𐤉𐤎,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ḥmrwt d-šrʾt,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
kelee digitaa bɛlɛɛlɛ,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐤀𐤓𐤔𐤠𐤌 𐤉𐤳𐤠𐤌𐤔𐤠𐤌,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
kɔnɔŋo tɛrɛ kɛlɛmɛ,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐤃𐤋hite𐤅rnistġ,phn,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
hadamaɲa ni digital,man,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ōš-dādag-xwarš-nāmag,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dādahīgān-e dīgītāl,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐎭𐎡𐎥𐎡𐎫𐎠𐎼𐎠𐎴𐎠𐎶𐏐𐎭𐎠𐎼𐎶𐎠𐎴𐎡𐎹𐎠,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐎭𐎠𐎫𐎠 𐎶𐎠𐎼𐎫𐎡𐎹,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitali menschheitswisseschafte,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
zähdigi geischtewisseschaft,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale humaniet,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
jñatrjo digital,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijidertale menscheit,pdc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ḍigiṭala manavā,mdf,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale minschheit,pdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaole minschheet,pdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ndädi di̱xi̱tá̱l ya̱ nte̱'e̱,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
jñatjo digital,maz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaal wissenschafft,pdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale kulturwetenschap,pdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digu-la wa ingia-rara,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ildiitudo dimanikilish,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
e-ilísálíí,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
enkiguanare e digital,mas,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
astranomana digital,map-bms,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
diwital menschlichkeit,pdt,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𐎭𐎡𐎥𐎼𐎡𐎹 𐎢𐎺𐎼𐎠𐎴𐎹𐎠,peo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ਡਿਜੈਟਲ ਮਨੁਸ਼ਕਤਾਵਾਂ,pa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dagmamaa bilisummaa,otk,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ਡਿਜੀਟਲ ਮਨੁੱਖੀ ਵਿਗਿਆਨ,pa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
n̓x̌ʷx̌ʷʕáx̌ʷtət iʔ kʷu skʷist iʔ kʷu sʕax̌ʷtət,oka,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nikinawâw niizh nindinôkîyân,ojs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
gidakiimoo-niniikwewin,ojs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dunyabanta ditigi,men,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nigizhik kiskesewak mishkotamowin,ojs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
niizhwaaswi-minjimendan,ojs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dibaajimowin anishinaabemowin,ojw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dibaajimowinan gikendaasowin mazinaakizowin,ojw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
