language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
mrh,,Mara,Digital Humanities,,2026-04-07 01:02:56,False,,False,,False,,False,"{""translated_term"": ""Dizitāli Manukṣiya Sādhana"", ""translation_rationale"": ""Combination of Hindi 'dizitālī' (digital) and Marathi 'manukṣiya sādhana' (humanities)""}",llama3.1,2026-04-07T00:02:56.221008Z,1156010583.0,87762083.0,73.0,348187750.0,61.0,701941757.0,stop,Dizitāli Manukṣiya Sādhana,Combination of Hindi 'dizitālī' (digital) and Marathi 'manukṣiya sādhana' (humanities),"[{'translated_term': 'Dizitāli Manukṣiya Sādhana', 'translation_rationale': ""Combination of Hindi 'dizitālī' (digital) and Marathi 'manukṣiya sādhana' (humanities)""}]",Dizitāli Manukṣiya Sādhana
mo,,Moldovan,Digital Humanities,,2026-04-07 01:02:53,False,Științe Umaniste Digitale,False,,False,,False,"{
  ""translated_term"": ""Umanitățile Digitale"",
  ""translation_rationale"": ""Literal translation of the phrase, combining 'Digital' and 'Humanities'""
}",llama3.1,2026-04-07T00:02:53.046674Z,899308667.0,84401833.0,73.0,352212458.0,40.0,450893754.0,stop,Umanitățile Digitale,"Literal translation of the phrase, combining 'Digital' and 'Humanities'",[],
min,,Minangkabau,Digital Humanities,,2026-04-07 01:02:50,False,Kamanusiaan Digital,False,,False,,False,"{
  ""translated_term"": ""Si Manuik Digital"",
  ""translation_rationale"": ""Minangkabau language uses the term 'Si Manuik' to refer to digital or electronic, hence 'Digital Humanities' is translated as 'Si Manuik Digital'""
}",llama3.1,2026-04-07T00:02:50.127666Z,1132507583.0,89889750.0,76.0,350314709.0,59.0,674766037.0,stop,Si Manuik Digital,"Minangkabau language uses the term 'Si Manuik' to refer to digital or electronic, hence 'Digital Humanities' is translated as 'Si Manuik Digital'",[],
map-bms,,Banyumasan,Digital Humanities,,2026-04-07 01:02:46,False,,False,,False,,False,"{""translated_term"": ""Manusia Digital"", ""translation_rationale"": ""Literally 'Digital Person', drawing from the Indonesian language, which is closely related to Banyumasan.""}",llama3.1,2026-04-07T00:02:46.977698Z,943941541.0,82900416.0,77.0,392523084.0,40.0,455895375.0,stop,Manusia Digital,"Literally 'Digital Person', drawing from the Indonesian language, which is closely related to Banyumasan.","[{'translated_term': 'Manusia Digital', 'translation_rationale': ""Literally 'Digital Person', drawing from the Indonesian language, which is closely related to Banyumasan.""}]",Manusia Digital
man,,Mandarin,Digital Humanities,,2026-04-07 01:02:44,False,,False,,False,,False,"{
  ""translated_term"": ""\u5DE6\u4E45\u4F1A\u6212"",
  ""translation_rationale"": ""Literally, \u5DE6 means \""digital\"" and \u4E45\u4F1A means \""humanities\""""
}",llama3.1,2026-04-07T00:02:44.011124Z,1219490250.0,90286708.0,72.0,399012292.0,62.0,711975546.0,stop,左久会戒,"Literally, 左 means ""digital"" and 久会 means ""humanities""",[],
lmo,,Lombard,Digital Humanities,Informatega umanistega,2026-04-07 01:02:37,False,Scienzi umanistich digitai,False,,False,,False,"{
  ""translated_term"": ""Umànitè digital"",
  ""translation_rationale"": ""The term is composed of 'umànità' (humanity) and 'digital', which are combined to form a new compound word in Lombard.""
}",llama3.1,2026-04-07T00:02:37.88835Z,1064393625.0,82598625.0,74.0,360562500.0,53.0,604711540.0,stop,Umànitè digital,"The term is composed of 'umànità' (humanity) and 'digital', which are combined to form a new compound word in Lombard.",[],
lij,,Ligurian,Digital Humanities,,2026-04-07 01:02:34,False,Sciense umañe digitale,False,,False,,False,"{
  ""translated_term"": ""Omnium Sciencias Digital"",
  ""translation_rationale"": ""Combining 'Digital' and 'Humanities' into a single phrase, while trying to maintain the original meaning""
}",llama3.1,2026-04-07T00:02:34.80681Z,1001109125.0,88594208.0,74.0,373429250.0,46.0,524910541.0,stop,Omnium Sciencias Digital,"Combining 'Digital' and 'Humanities' into a single phrase, while trying to maintain the original meaning",[],
lad,,Ladino / Judeo-Spanish,Digital Humanities,,2026-04-07 01:02:28,False,,False,,False,,False,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""Ladino / Judeo-Spanish translation, retaining Spanish roots with the addition of 'Digitales' to adapt to the digital context""
}",llama3.1,2026-04-07T00:02:28.615053Z,1009962791.0,82460208.0,80.0,340403000.0,50.0,572087251.0,stop,Humanidades Digitales,"Ladino / Judeo-Spanish translation, retaining Spanish roots with the addition of 'Digitales' to adapt to the digital context",[],
ksh,,Ripuarian,Digital Humanities,,2026-04-07 01:02:25,False,,False,,False,,False,"{
  ""translated_term"": ""Digitale Mäännerschaft"",
  ""translation_rationale"": ""combination of 'digitale' (digital) and 'Mäännerschaft' (humanities)""
}",llama3.1,2026-04-07T00:02:25.585185Z,937493292.0,84276417.0,75.0,353163541.0,43.0,486333422.0,stop,Digitale Mäännerschaft,combination of 'digitale' (digital) and 'Mäännerschaft' (humanities),[],
khw,,Khowar,Digital Humanities,,2026-04-07 01:02:22,False,,False,,False,,False,"{""translated_term"": ""ڈیجیٹل انساییکلوپیڈیا"", ""translation_rationale"": ""Literally 'Digital Encyclopedia', combining the two words as a direct translation of the concept.""}",llama3.1,2026-04-07T00:02:22.630127Z,992272458.0,92264958.0,75.0,346092375.0,47.0,539467787.0,stop,ڈیجیٹل انساییکلوپیڈیا,"Literally 'Digital Encyclopedia', combining the two words as a direct translation of the concept.","[{'translated_term': 'ڈیجیٹل انساییکلوپیڈیا', 'translation_rationale': ""Literally 'Digital Encyclopedia', combining the two words as a direct translation of the concept.""}]",ڈیجیٹل انساییکلوپیڈیا
jbo,,Lojban,Digital Humanities,,2026-04-07 01:02:19,False,,False,,False,,False,"{""translated_term"": ""Cmevla da ci'i ciska"", ""translation_rationale"": ""Cmevla means \""personal name\"" or \""noun\"", da means \""to deal with\"" or \""about\"", ci'i means \""digital\"", and ciska means \""humanities\""""}",llama3.1,2026-04-07T00:02:19.619858Z,1125107458.0,81254458.0,75.0,350868666.0,59.0,676395668.0,stop,Cmevla da ci'i ciska,"Cmevla means ""personal name"" or ""noun"", da means ""to deal with"" or ""about"", ci'i means ""digital"", and ciska means ""humanities""","[{'translated_term': ""Cmevla da ci'i ciska"", 'translation_rationale': 'Cmevla means ""personal name"" or ""noun"", da means ""to deal with"" or ""about"", ci\'i means ""digital"", and ciska means ""humanities""'}]",Cmevla da ci'i ciska
inh,,Ingush,Digital Humanities,,2026-04-07 01:02:16,False,,False,,False,,False,"{
  ""translated_term"": ""Дигиталон гьорзам"",
  ""translation_rationale"": ""Combination of Russian loanwords and Ingush adaptation, using the suffix -on (-гон) to form a noun""
}",llama3.1,2026-04-07T00:02:16.475423Z,1056543292.0,89589583.0,73.0,355457833.0,52.0,595834498.0,stop,Дигиталон гьорзам,"Combination of Russian loanwords and Ingush adaptation, using the suffix -on (-гон) to form a noun",[],
ilo,,Ilokano,Digital Humanities,,2026-04-07 01:02:13,False,Digital a Humanities,False,Digital Humanies,False,,False,"{
  ""translated_term"": ""Digitong Pangyubak"",
  ""translation_rationale"": ""Translation of 'Digital Humanities' from English to Ilokano, considering the language's characteristics and vocabulary.""
}",llama3.1,2026-04-07T00:02:13.400655Z,1001354833.0,89822375.0,75.0,395587459.0,44.0,502044794.0,stop,Digitong Pangyubak,"Translation of 'Digital Humanities' from English to Ilokano, considering the language's characteristics and vocabulary.",[],
haw,,Hawaiian,Digital Humanities,,2026-04-07 01:02:10,False,Nā Humanities Kikohoʻe,False,,False,Digital Humanities,False,"{
  ""translated_term"": ""Nā Kānaka o na Mea Ha'aha'a"",
  ""translation_rationale"": ""Combining \""Digital\"" (na mea haelea, literally 'virtual things') and \""Humanities\"" (nā kānaka, people or humans) to create a term that reflects the interdisciplinary nature of the field.""
}",llama3.1,2026-04-07T00:02:10.376617Z,1344782125.0,79148541.0,73.0,357695833.0,77.0,885421328.0,stop,Nā Kānaka o na Mea Ha'aha'a,"Combining ""Digital"" (na mea haelea, literally 'virtual things') and ""Humanities"" (nā kānaka, people or humans) to create a term that reflects the interdisciplinary nature of the field.",[],
hak,,Hakka Chinese,Digital Humanities,,2026-04-07 01:02:07,False,,False,,False,,False,"{
  ""translated_term"": """",
  ""translation_rationale"": ""The word 'Digital Humanities' is a term that doesn't directly translate to Hakka Chinese as it's a specific concept. However, I can attempt to break it down into its components: \u5df1\u7c73 (digital) and \u6a18\u6d0b\u516b (humanities). A possible translation could be: ""
}",llama3.1,2026-04-07T00:02:07.008346Z,1494286750.0,71654375.0,74.0,348231583.0,91.0,1046711708.0,stop,,"The word 'Digital Humanities' is a term that doesn't directly translate to Hakka Chinese as it's a specific concept. However, I can attempt to break it down into its components: 己米 (digital) and 樘洋八 (humanities). A possible translation could be: ",[],
got,,Gothic,Digital Humanities,,2026-04-07 01:02:03,False,,False,,False,,False,"{""translated_term"": ""Kunsthistorikos saƕa wairþja"", ""translation_rationale"": ""Combining Gothic words for 'art' (kunst), 'history' (historikos), and 'new' or 'digital' concepts, using the word for 'saƕa' (together) and 'wairþja' (way/means) to convey the idea of a new way of studying art and history.""}",llama3.1,2026-04-07T00:02:03.496171Z,1629769125.0,85286583.0,72.0,374389667.0,99.0,1141772919.0,stop,Kunsthistorikos saƕa wairþja,"Combining Gothic words for 'art' (kunst), 'history' (historikos), and 'new' or 'digital' concepts, using the word for 'saƕa' (together) and 'wairþja' (way/means) to convey the idea of a new way of studying art and history.","[{'translated_term': 'Kunsthistorikos saƕa wairþja', 'translation_rationale': ""Combining Gothic words for 'art' (kunst), 'history' (historikos), and 'new' or 'digital' concepts, using the word for 'saƕa' (together) and 'wairþja' (way/means) to convey the idea of a new way of studying art and history.""}]",Kunsthistorikos saƕa wairþja
gil,,Gilbertese,Digital Humanities,,2026-04-07 01:01:59,False,,False,Aroia Aomata n Tokanikai i Aoni Bwaai ni Kabane,False,,False,"{""translated_term"": ""Nauru Kaburea Bwibwen ni"", ""translation_rationale"": ""Literally 'humanities of the digital' in Gilbertese, following a direct loan from English into the language.""}",llama3.1,2026-04-07T00:01:59.846082Z,1006700500.0,95990500.0,74.0,348607042.0,48.0,547236666.0,stop,Nauru Kaburea Bwibwen ni,"Literally 'humanities of the digital' in Gilbertese, following a direct loan from English into the language.","[{'translated_term': 'Nauru Kaburea Bwibwen ni', 'translation_rationale': ""Literally 'humanities of the digital' in Gilbertese, following a direct loan from English into the language.""}]",Nauru Kaburea Bwibwen ni
gan,,Gan Chinese,Digital Humanities,,2026-04-07 01:01:53,False,,False,,False,,False,"{""translated_term"": ""Hoi6 Cig5 Ze2 Jou4"", ""translation_rationale"": ""Using the romanization system for Gan Chinese, Hanyu Pinyin was adapted to fit the local phonetic and orthographic characteristics.""}",llama3.1,2026-04-07T00:01:53.673348Z,1038605542.0,82327250.0,73.0,355573625.0,51.0,584861169.0,stop,Hoi6 Cig5 Ze2 Jou4,"Using the romanization system for Gan Chinese, Hanyu Pinyin was adapted to fit the local phonetic and orthographic characteristics.","[{'translated_term': 'Hoi6 Cig5 Ze2 Jou4', 'translation_rationale': 'Using the romanization system for Gan Chinese, Hanyu Pinyin was adapted to fit the local phonetic and orthographic characteristics.'}]",Hoi6 Cig5 Ze2 Jou4
fur,,Friulian,Digital Humanities,,2026-04-07 01:01:50,False,Lis siencis umanis digjitâls,False,,False,,False,"{""translated_term"": ""Umanitàs digitalis"", ""translation_rationale"": ""Combining 'umanitàs' (humanities) and 'digital', following the usual Friulian language pattern of combining words with hyphens or using Latin-derived roots.""}",llama3.1,2026-04-07T00:01:50.613538Z,1094894292.0,74074542.0,74.0,363293250.0,56.0,640709793.0,stop,Umanitàs digitalis,"Combining 'umanitàs' (humanities) and 'digital', following the usual Friulian language pattern of combining words with hyphens or using Latin-derived roots.","[{'translated_term': 'Umanitàs digitalis', 'translation_rationale': ""Combining 'umanitàs' (humanities) and 'digital', following the usual Friulian language pattern of combining words with hyphens or using Latin-derived roots.""}]",Umanitàs digitalis
frp,,Arpitan / Franco-Provençal,Digital Humanities,,2026-04-07 01:01:47,False,,False,,False,,False,"{
  ""translated_term"": ""Lètimenàs d'ôssethique digitâla"",
  ""translation_rationale"": ""Digital Humanities in Arpitan / Franco-Provençal, translating 'digital' as 'ôssethique' (from French 'scientifique') and 'humanities' as 'lètimenàs' (from Latin 'literae')""
}",llama3.1,2026-04-07T00:01:47.503573Z,1437074125.0,80044209.0,82.0,342820667.0,86.0,988871039.0,stop,Lètimenàs d'ôssethique digitâla,"Digital Humanities in Arpitan / Franco-Provençal, translating 'digital' as 'ôssethique' (from French 'scientifique') and 'humanities' as 'lètimenàs' (from Latin 'literae')",[],
fiu-vro,,Võro,Digital Humanities,,2026-04-07 01:01:44,False,,False,,False,,False,"{""translated_term"": ""Digitaalsed humanitaarsed teadused"", ""translation_rationale"": ""direct translation of 'Digital Humanities' using a combination of Estonian and Võro language knowledge, where 'digitaalne' is already used in some contexts in Võro""}",llama3.1,2026-04-07T00:01:44.043994Z,1165948916.0,88753166.0,77.0,363581542.0,61.0,695961379.0,stop,Digitaalsed humanitaarsed teadused,"direct translation of 'Digital Humanities' using a combination of Estonian and Võro language knowledge, where 'digitaalne' is already used in some contexts in Võro","[{'translated_term': 'Digitaalsed humanitaarsed teadused', 'translation_rationale': ""direct translation of 'Digital Humanities' using a combination of Estonian and Võro language knowledge, where 'digitaalne' is already used in some contexts in Võro""}]",Digitaalsed humanitaarsed teadused
ext,,Extremaduran,Digital Humanities,,2026-04-07 01:01:40,False,,False,,False,,False,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""Direct translation of the term, using standard Latin American Spanish terminology""
}",llama3.1,2026-04-07T00:01:40.861104Z,834799708.0,95396917.0,75.0,342826750.0,34.0,385714126.0,stop,Humanidades Digitales,"Direct translation of the term, using standard Latin American Spanish terminology",[],
dsb,,Lower Sorbian,Digital Humanities,,2026-04-07 01:01:38,False,,False,,False,,False,"{""translated_term"": ""Digiwumnaņske wuměnty"", ""translation_rationale"": ""Combination of 'digi' (from digital), 'wuměnty' (from humanities) and the Sorbian diminutive suffix '-anņske'}",llama3.1,2026-04-07T00:01:38.001912Z,1209516375.0,86668666.0,75.0,384351709.0,63.0,719790041.0,stop,Digiwumnaņske wuměnty,No rationale provided,[],
diq,,Dimli,Digital Humanities,,2026-04-07 01:01:34,False,,False,,False,,False,"{""translated_term"": ""Îlmanînîyî Êzayî"", ""translation_rationale"": ""Combining the elements Îlmanînî (digital) and Êzayî (humanities) to form a new term in Dimli.""}",llama3.1,2026-04-07T00:01:34.765846Z,1111493167.0,80869459.0,74.0,337751250.0,59.0,675514048.0,stop,Îlmanînîyî Êzayî,Combining the elements Îlmanînî (digital) and Êzayî (humanities) to form a new term in Dimli.,"[{'translated_term': 'Îlmanînîyî Êzayî', 'translation_rationale': 'Combining the elements Îlmanînî (digital) and Êzayî (humanities) to form a new term in Dimli.'}]",Îlmanînîyî Êzayî
