language_code,language_name,term_source,gemini_translated_term,gemini_translation_rationale,gemini_model,gemini_created,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_translation_rationale,claude_model,claude_stop_reason,claude_created,claude_total_tokens,claude_input_tokens,claude_output_tokens,exclude_gemini
fi,Finnish,Digital Humanities,Digitaaliset humanistiset tieteet,This is the standard and widely accepted translation in Finnish academic and professional contexts. 'Digitaaliset' means 'digital' (plural) and 'humanistiset tieteet' means 'humanities' (plural).,gemini-2.5-flash,2026-04-03T17:27:03.635065,Digitaaliset ihmistieteet,Digitaaliset ihmistieteet,2026-04-03 17:27:03,False,Digitaaliset humanistiset tieteet,False,Digitaaliset humanistiset tieteet,False,Digitaaliset humanistiset tieteet,False,"{
  ""translated_term"": ""Digitaalisen humanistikan"",
  ""translation_rationale"": ""Termiä on käytetty suomenkielisessä kontekstissa, jossa siihen viitataan yleensä englanninkielisten termejämme käännöksinä""
}",llama3.1,2026-04-03T21:40:52.235737Z,1276879917.0,82913000.0,72.0,291327375.0,74.0,879856214.0,stop,Digitaalisen humanistikan,"Termiä on käytetty suomenkielisessä kontekstissa, jossa siihen viitataan yleensä englanninkielisten termejämme käännöksinä",[],,False,digitaalinen humanistiset tieteet,58.0,1775244739.0,stop,gpt-4o-2024-08-06,68.0,126.0,"The term 'Digital Humanities' is translated into Finnish by combining 'digitaalinen', meaning 'digital', with 'humanistiset tieteet', meaning 'humanities'.",,False,digitaaliset humanistiset tieteet,"This is the standard Finnish translation for Digital Humanities, commonly used in Finnish academic contexts. It directly translates the concept of humanities disciplines that use digital methods and tools.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:23.428855,135.0,72.0,63.0,False
ff,Fula,Digital Humanities,Ganndal Dijital e Neɗɗaagu,"Fula doesn't have a direct equivalent for 'Digital Humanities'. 'Ganndal Dijital' translates to 'Digital Knowledge/Science' and 'Neɗɗaagu' means 'Humanity' or 'Human Sciences'. Combining them conveys the interdisciplinary nature of the field, emphasizing the application of digital methods to humanistic inquiry.",gemini-2.5-flash,2026-04-03T17:27:01.895385,,,2026-04-03 17:27:01,False,Neɗɗaŋke Dijital,True,,False,,False,"{""translated_term"": ""Tegi digital humanities"", ""translation_rationale"": ""Combination of 'tegi' (digital) and the English term 'Humanities'""}",llama3.1,2026-04-03T22:04:05.146745Z,812250583.0,75799833.0,73.0,300844208.0,37.0,424443876.0,stop,Tegi digital humanities,Combination of 'tegi' (digital) and the English term 'Humanities',"[{'translated_term': 'Tegi digital humanities', 'translation_rationale': ""Combination of 'tegi' (digital) and the English term 'Humanities'""}]",Tegi digital humanities,False,Tawadaaji Digitannde,64.0,1775244737.0,stop,gpt-4o-2024-08-06,69.0,133.0,"In Fula, 'Tawadaaji' refers to 'Humanities', and 'Digitannde' means 'Digital'. This reflects the combination of technology with humanistic studies.",,False,Duɗal Nokkuuji Dijital,"Direct translation where 'Duɗal' means humanities/human knowledge, 'Nokkuuji' means sciences/studies, and 'Dijital' is the borrowed term for digital, following Fula's pattern of adapting technical terms.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:20.325631,163.0,74.0,89.0,False
fa,Persian,Digital Humanities,علوم انسانی دیجیتال,This is the most common and direct translation used in academic and professional contexts in Persian. 'علوم انسانی' means 'humanities' and 'دیجیتال' means 'digital'.,gemini-2.5-flash,2026-04-03T17:26:59.861589,,علوم انسانی دیجیتال,2026-04-03 17:26:59,False,علوم انسانی دیجیتال,True,,False,علوم انسانی دیجیتال,False,"{""translated_term"": ""\u0627\u062f\u0648\u06cc\u062a \u0627\u062e\u062b\u0631\u0627\u06af\u06cc \u062f\u062a\u062e\u0627\u0628\u06cc"", ""translation_rationale"": ""Digital Humanities""}",llama3.1,2026-04-03T21:40:45.665195Z,1301992459.0,85537459.0,72.0,316687208.0,72.0,878391880.0,stop,ادویت اخثراگی دتخابی,Digital Humanities,"[{'translated_term': 'ادویت اخثراگی دتخابی', 'translation_rationale': 'Digital Humanities'}]",ادویت اخثراگی دتخابی,False,علوم انسانی دیجیتال,59.0,1775244503.0,stop,gpt-4o-2024-08-06,68.0,127.0,"The term is translated by converting 'Digital' to 'دیجیتال' and 'Humanities' to 'علوم انسانی', which are the standard equivalents used in Persian academic and professional contexts.",,False,علوم انسانی دیجیتال,Direct translation where 'علوم انسانی' means 'humanities' and 'دیجیتال' is the Persian adaptation of 'digital'. This is the standard term used in Persian academic contexts.,claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:12.421444,151.0,72.0,79.0,False
eu,Basque,Digital Humanities,Giza Zientzia Digitalak,"Basque does not have a direct single-word equivalent for 'Digital Humanities'. 'Giza Zientziak' means 'Humanities' (literally 'Human Sciences'), and 'Digitalak' is the plural form of 'digital'. This compound term accurately conveys the meaning.",gemini-2.5-flash,2026-04-03T17:26:58.171038,,Humanitate digitalak,2026-04-03 17:26:58,False,Humanitate Digitalak,False,Gizatasun digitalak,False,Humanitate Digitalak,False,"{
  ""translated_term"": ""Arte Digitaleko ikaskuntzak"",
  ""translation_rationale"": ""Translation of 'Digital Humanities' using Basque equivalents for 'digital' (elektriko) and 'humanities' (ikaskuntza)""
}",llama3.1,2026-04-03T21:40:42.349924Z,1084507209.0,85924750.0,73.0,291052667.0,58.0,688933459.0,stop,Arte Digitaleko ikaskuntzak,Translation of 'Digital Humanities' using Basque equivalents for 'digital' (elektriko) and 'humanities' (ikaskuntza),[],,False,Humanitate Digitalak,69.0,1775244268.0,stop,gpt-4o-2024-08-06,69.0,138.0,"In Basque, 'Humanitate Digitalak' captures the meaning of 'Digital Humanities' by combining 'Humanitate', meaning 'Humanities', and 'Digitalak', meaning 'Digital'. The adjective follows the noun in Basque structure.",,False,Giza Zientzien Informatika,"Standard Basque translation combining 'Giza Zientziak' (Humanities) with 'Informatika' (Computing/Digital), reflecting the interdisciplinary nature of Digital Humanities as commonly used in Basque academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:08.571072,156.0,74.0,82.0,False
et,Estonian,Digital Humanities,digitaalhumanitaaria,"This is the widely accepted and officially recognized term in Estonian, formed by combining 'digitaal-' (digital) and 'humanitaaria' (humanities). It directly reflects the English meaning and is used in academic and professional contexts.",gemini-2.5-flash,2026-04-03T17:26:56.244057,,Digihumanitaaria,2026-04-03 17:26:56,False,Digitaalsed humanitaarteadused,False,Digitaalsed humanitaarteadused,False,Digitaalhumanitaaria,False,"{
  ""translated_term"": ""Digitaalne humanitaaria"",
  ""translation_rationale"": ""Combining 'digitaalne' (digital) and 'humanitaaria' (humanities)""
}",llama3.1,2026-04-03T21:40:39.247377Z,926456166.0,79754291.0,73.0,299755709.0,44.0,531375212.0,stop,Digitaalne humanitaaria,Combining 'digitaalne' (digital) and 'humanitaaria' (humanities),[],,False,digihumanitaaria,84.0,1775244730.0,stop,gpt-4o-2024-08-06,69.0,153.0,"The term 'digihumanitaaria' combines the Estonian word for 'digital' ('digi') with 'humanitaaria', a derivative of 'humanitaarteadused', which means 'humanities'. This reflects the interdisciplinary nature of Digital Humanities, integrating digital technology into the study of humanities.",,False,digitaalhumanitaaria,"This is the standard Estonian term for Digital Humanities, formed by combining 'digitaal' (digital) with 'humanitaaria' (humanities), following Estonian compound word formation patterns commonly used in academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:04.556643,142.0,72.0,70.0,False
es,Spanish; Castilian,Digital Humanities,Humanidades Digitales,"This is the standard and widely accepted translation for 'Digital Humanities' in Spanish, used across academic and professional contexts in Spain and Latin America. It directly translates 'digital' as 'digital' and 'humanities' as 'humanidades'.",gemini-2.5-flash,2026-04-03T17:26:54.484712,Humanidades digitales,Humanidades digitales,2026-04-03 17:26:54,False,Humanidades digitales,False,Humanidades digitales,False,Humanidades digitales,False,"{
  ""translated_term"": ""Humanidades Digitales"",
  ""translation_rationale"": ""Direct translation of 'Digital Humanities' into Spanish, combining the adjective 'digital' with the noun 'humanities'""
}",llama3.1,2026-04-03T21:40:36.302446Z,917583417.0,76674292.0,75.0,311938250.0,44.0,514414749.0,stop,Humanidades Digitales,"Direct translation of 'Digital Humanities' into Spanish, combining the adjective 'digital' with the noun 'humanities'",[],,False,Humanidades Digitales,58.0,1775244556.0,stop,gpt-4o-2024-08-06,71.0,129.0,The translation directly reflects the equivalent terms in Spanish for 'Digital' (Digitales) and 'Humanities' (Humanidades). This is the standard term used in Spanish-speaking academia.,,False,Humanidades Digitales,"This is the standard and widely accepted translation in Castilian Spanish, used in academic institutions and publications throughout Spain and Latin America.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:06:01.506008,126.0,76.0,50.0,False
eo,Esperanto,Digital Humanities,Ciferecaj Homsciencoj,This is a direct and accurate translation. 'Ciferecaj' means 'Digital' and 'Homsciencoj' means 'Humanities'. The plural form is appropriate as 'Humanities' is plural in English.,gemini-2.5-flash,2026-04-03T17:26:52.769360,,,2026-04-03 17:26:52,False,Ciferecaj Homstudoj,False,Ciferecaj homoj,False,Ciferecaj Homaroj,False,"{
  ""translated_term"": ""Digiĉumanitarismo"",
  ""translation_rationale"": ""Combining 'digital' and 'humanities' in Esperanto, resulting in a single word that combines the two concepts.""
}",llama3.1,2026-04-03T21:40:33.370203Z,979923375.0,81331209.0,73.0,294571292.0,49.0,586781833.0,stop,Digiĉumanitarismo,"Combining 'digital' and 'humanities' in Esperanto, resulting in a single word that combines the two concepts.",[],,False,Reta Humanecscienco,114.0,1775244724.0,stop,gpt-4o-2024-08-06,68.0,182.0,"The term 'Digital Humanities' combines 'digital' (related to technology or the internet) and 'humanities' (the study of human culture). In Esperanto, 'reta' is used for digital or internet-related terms, while 'humanecscienco' is a constructed Esperanto term combining 'humaneco' (humanity) with 'scienco' (science), reflecting the academic study of human cultures through digital means.",,False,Ciferecaj Homscienkoj,"Combines 'cifereca' (digital) with 'homscienkoj' (humanities), following Esperanto's standard compound word formation for academic disciplines.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:05:58.786213,138.0,75.0,63.0,False
en,English,Digital Humanities,Digital Humanities,"The term 'Digital Humanities' is a direct and widely accepted loanword in English, used to refer to the academic field at the intersection of computing and the humanities. There is no need for a different translation as it is already an English term.",gemini-2.5-flash,2026-04-03T17:26:50.788937,Digital Humanities,digital humanities,2026-04-03 17:26:50,False,Digital Humanities,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Humanités numériques"",
  ""translation_rationale"": ""Literal translation from French, combining 'numérique' (digital) and 'humanités' (humanities)""
}",llama3.1,2026-04-03T21:40:30.379403Z,889616291.0,73206875.0,72.0,294346708.0,44.0,508289671.0,stop,Humanités numériques,"Literal translation from French, combining 'numérique' (digital) and 'humanités' (humanities)",[],,False,Digital Humanities,55.0,1775244323.0,stop,gpt-4o-2024-08-06,68.0,123.0,The term 'Digital Humanities' is already in English and widely recognized in academic and professional contexts as a field that combines the use of digital technologies with the humanities disciplines.,,False,Digital Humanities,"The term is already in English, referring to the interdisciplinary field that uses computational and digital tools for humanities research.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:05:55.232252,128.0,72.0,56.0,False
el,"Greek, Modern",Digital Humanities,Ψηφιακές Ανθρωπιστικές Επιστήμες,"This is the standard and widely accepted translation in Modern Greek, directly reflecting the meaning of 'Digital' (Ψηφιακές) and 'Humanities' (Ανθρωπιστικές Επιστήμες).",gemini-2.5-flash,2026-04-03T17:26:48.905541,,Ψηφιακές Ανθρωπιστικές Επιστήμες,2026-04-03 17:26:48,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,False,"{
  ""translated_term"": ""Διγλωσκοί Εικαστική Ανθρωπολογία"",
  ""translation_rationale"": ""Combination of \""Δίγλωσσο\"" (digital) and \""Ανθρωπολογία\"" (humanities)""
}",llama3.1,2026-04-03T21:40:27.480615Z,1105045875.0,81074375.0,74.0,335400083.0,57.0,670053336.0,stop,Διγλωσκοί Εικαστική Ανθρωπολογία,"Combination of ""Δίγλωσσο"" (digital) and ""Ανθρωπολογία"" (humanities)",[],,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,68.0,1775244350.0,stop,gpt-4o-2024-08-06,70.0,138.0,"The term 'Digital Humanities' is translated to 'Ψηφιακές Ανθρωπιστικές Επιστήμες' in Modern Greek, reflecting the combination of digital technologies and methodologies with humanities scholarship.",,False,Ψηφιακές Ανθρωπιστικές Επιστήμες,"This is the standard Modern Greek translation, where 'Ψηφιακές' means 'Digital' and 'Ανθρωπιστικές Επιστήμες' means 'Humanities' or 'Humanistic Sciences', commonly used in Greek academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:05:52.301382,186.0,74.0,112.0,False
ee,Ewe,Digital Humanities,,,,,,,2026-04-03 17:26:46,False,Digitál Amegbetɔŋutinunya,False,Internet Dzi Nu Siwo Gbɔ Míaƒe Ŋutete Ŋu Tsoe,False,,False,"{
  ""translated_term"": ""Gbeŋɔ la Gbegese"",
  ""translation_rationale"": ""The term 'Digital Humanities' is translated into Ewe by combining the concepts of 'digital' (which can be expressed as 'Gbeŋɔ', related to computers and technology) with 'humanities' (approximated by 'la Gbegese', which refers to knowledge, wisdom, or humanities in a broad sense).""
}",llama3.1,2026-04-03T21:40:24.36228Z,1545654000.0,81308375.0,73.0,300327167.0,96.0,1133627381.0,stop,Gbeŋɔ la Gbegese,"The term 'Digital Humanities' is translated into Ewe by combining the concepts of 'digital' (which can be expressed as 'Gbeŋɔ', related to computers and technology) with 'humanities' (approximated by 'la Gbegese', which refers to knowledge, wisdom, or humanities in a broad sense).",[],,False,Digital Humanities,92.0,1775244718.0,stop,gpt-4o-2024-08-06,69.0,161.0,"The term 'Digital Humanities' is often used in its English form across various languages, including Ewe, especially in academic and technological contexts where direct translations might not yet be standardized or widely recognized. This term refers to an interdisciplinary field at the intersection of digital technologies and the humanities, which may not have a distinct or widely-used equivalent in Ewe.",,False,Dijitɔl Ameŋutinunya,"Combines 'Dijitɔl' (Digital, from English loanword) and 'Ameŋutinunya' (Humanities, from 'ameŋuti' meaning human/humanity and 'nya' meaning knowledge/matters)",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:05:48.298205,165.0,74.0,91.0,False
