language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_openai,term,coding_dh_date,wikipedia_translated_term,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
ht,Haitian,Digital Humanities,Syans Imanitè Dijital,84.0,1775244775.0,stop,gpt-4o-2024-08-06,68.0,152.0,"The term 'Digital Humanities' is translated into Haitian as 'Syans Imanitè Dijital' to directly reflect the concept of humanities being complemented by digital technology, where 'Syans Imanitè' means 'Humanities' and 'Dijital' translates to 'Digital'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
hy,Armenian,Digital Humanities,Թվային հումանիտար գիտություններ,60.0,1775244780.0,stop,gpt-4o-2024-08-06,68.0,128.0,"The term combines the Armenian words for 'digital' (թվային) and 'humanities' (հումանիտար գիտություններ), reflecting the interdisciplinary nature of the field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
hz,Herero,Digital Humanities,Digitaalye Yatamenene,86.0,1775244782.0,stop,gpt-4o-2024-08-06,69.0,155.0,"The translation 'Digitaalye Yatamenene' captures the essence of 'Digital Humanities' in Herero, where 'Digitaalye' refers to 'digital' and 'Yatamenene' conveys the broad sense of 'humanities', reflecting cultural and scholarly studies in a modern, technological context.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sk,Slovak,Digital Humanities,digitálne humanitné vedy,64.0,1775244975.0,stop,gpt-4o-2024-08-06,69.0,133.0,"The term is translated to capture both the 'digital' aspect (digitálne) and the 'humanities' aspect (humanitné vedy), which refers to academic disciplines that study aspects of human society and culture.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ie,Interlingue,Digital Humanities,Digital Humanities,53.0,1775244788.0,stop,gpt-4o-2024-08-06,70.0,123.0,"Interlingue, also known as Occidental, often uses international vocabulary without translation, especially for modern terms that are globally recognized, therefore 'Digital Humanities' remains the same.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ii,Nuosu,Digital Humanities,ꁧꋩꀉꄻ,57.0,1775244793.0,stop,gpt-4o-2024-08-06,69.0,126.0,"The translation conveys 'Digital Humanities' by using Nuosu script to represent modern technology and humanistic studies, closely aligning with other similar expressions.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ik,Inupiaq,Digital Humanities,Tigigait Iñuuniagni,123.0,1775244795.0,stop,gpt-4o-2024-08-06,70.0,193.0,"The translation for 'Digital Humanities' into Inupiaq as 'Tigigait Iñuuniagni' reflects an attempt to encompass the concept where 'Tigigait' means 'digital (tools/technologies)' and 'Iñuuniagni' refers to aspects of 'humanities' or 'study of human experience.' This is a constructed translation, capturing the essence of the term within the cultural and linguistic context of the Inupiaq language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
hr,Croatian,Digital Humanities,Digitalna humanistika,69.0,1775244773.0,stop,gpt-4o-2024-08-06,68.0,137.0,"The term 'Digital Humanities' in English can be translated into Croatian by directly translating both components: 'digital' becomes 'digitalna' and 'humanities' translates to 'humanistika', which is the term used in Croatian for humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
io,Ido,Digital Humanities,Digitala Humanistiko,71.0,1775244799.0,stop,gpt-4o-2024-08-06,69.0,140.0,"The term 'Digital Humanities' is translated into Ido as 'Digitala Humanistiko,' where 'Digitala' stands for 'Digital' and 'Humanistiko' represents 'Humanities.' Ido often uses cognates with slight modifications for modern terminology.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
it,Italian,Digital Humanities,Umanistica Digitale,49.0,1775244803.0,stop,gpt-4o-2024-08-06,68.0,117.0,"The term 'Digital Humanities' is translated directly to 'Umanistica Digitale' in Italian, capturing the essence of applying digital technologies in humanities disciplines.",,False,Informatica umanistica,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
iu,Inuktitut,Digital Humanities,ᐃᓐᑭᐊᖅ ᐅᑦᑕᕐᑎᖃᑎᒍᑦ,99.0,1775244805.0,stop,gpt-4o-2024-08-06,70.0,169.0,"The translation aims to convey the meaning of 'Digital Humanities' by combining terms for 'digital' and 'humanities' as used in Inuktitut contexts, reflecting both technology and cultural studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ja,Japanese,Digital Humanities,デジタル・ヒューマニティーズ,56.0,1775244808.0,stop,gpt-4o-2024-08-06,68.0,124.0,"The term 'Digital Humanities' is translated into Japanese by using katakana for a phonetic representation, reflecting the imported nature of the term in the academic context.",,False,デジタル・ヒューマニティーズ,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ka,Georgian,Digital Humanities,ციფრული ჰუმანიტარია,78.0,1775244812.0,stop,gpt-4o-2024-08-06,68.0,146.0,"The term 'Digital Humanities' is translated as 'ციფრული ჰუმანიტარია' in Georgian, where 'ციფრული' means 'digital' and 'ჰუმანიტარია' corresponds to 'humanities', reflecting the academic and technical interdisciplinary nature of the field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ki,"Kikuyu, Gikuyu",Digital Humanities,Humaniti Îganacio,78.0,1775244817.0,stop,gpt-4o-2024-08-06,73.0,151.0,"The term 'Digital Humanities' is translated by using a similar structure, where 'Humaniti' represents 'Humanities' and 'Îganacio' adapts the meaning of 'Digital.' The translation maintains the conveyed concept while respecting the linguistic structure of Kikuyu.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
li,Limburgish,Digital Humanities,Digitale Geesteswetenschappen,62.0,1775244431.0,stop,gpt-4o-2024-08-06,69.0,131.0,"In Limburgish, 'Digitale' stands for 'Digital' and 'Geesteswetenschappen' is the term used for 'Humanities', aligning with Dutch influences in the Limburgish language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
es,Spanish; Castilian,Digital Humanities,Humanidades Digitales,58.0,1775244556.0,stop,gpt-4o-2024-08-06,71.0,129.0,The translation directly reflects the equivalent terms in Spanish for 'Digital' (Digitales) and 'Humanities' (Humanidades). This is the standard term used in Spanish-speaking academia.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
st,Southern Sotho,Digital Humanities,Botho ba Marang-rang,70.0,1775244993.0,stop,gpt-4o-2024-08-06,70.0,140.0,"In Southern Sotho, 'Botho' refers to 'humanities' which involves human aspects and cultural studies, while 'Marang-rang' is a term for 'digital' or 'network', capturing the technological aspect.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
la,Latin,Digital Humanities,Humanitates Digitales,80.0,1775244847.0,stop,gpt-4o-2024-08-06,68.0,148.0,"The term 'Digital Humanities' can be translated into Latin as 'Humanitates Digitales,' where 'Humanitates' corresponds to 'Humanities' referring to the study of human culture, and 'Digitales' is the Latinized form of 'Digital,' referring to something expressed in or using digits or computer technology.",,False,Humanitates digitales,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mk,Macedonian,Digital Humanities,Дигитални хуманистички науки,85.0,1775244878.0,stop,gpt-4o-2024-08-06,69.0,154.0,"In Macedonian, 'Digital Humanities' translates to 'Дигитални хуманистички науки', where 'Дигитални' means 'Digital' and 'хуманистички науки' means 'Humanities', accurately reflecting the field of study that combines digital technology with humanities disciplines.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mi,Māori,Digital Humanities,Matihiko Tāngata,71.0,1775244876.0,stop,gpt-4o-2024-08-06,68.0,139.0,"The term 'Digital Humanities' is translated as 'Matihiko Tāngata', where 'Matihiko' means digital and 'Tāngata' means humanities or people, reflecting the interdisciplinary study of digital technology and human culture.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mh,Marshallese,Digital Humanities,Humanities eo Eṃōjlōk,68.0,1775244873.0,stop,gpt-4o-2024-08-06,69.0,137.0,"Marshallese often borrows terms for digital and technical concepts due to limited native vocabulary for modern technology, thus combining 'humanities' with a term indicating 'digital' or 'modern' as adapted by speakers.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mg,Malagasy,Digital Humanities,Siansa Niomerika sy Fampianarana Kolontsaina,91.0,1775244871.0,stop,gpt-4o-2024-08-06,68.0,159.0,"The term 'Siansa Niomerika sy Fampianarana Kolontsaina' in Malagasy captures the essence of 'Digital Humanities', combining the translation of 'digital' as 'siansa niomerika' meaning digital sciences and 'fampianarana kolontsaina' referring to cultural studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
lt,Lithuanian,Digital Humanities,Skaitmeninės humanitarikos,82.0,1775244864.0,stop,gpt-4o-2024-08-06,69.0,151.0,"The term 'Digital Humanities' translates to 'Skaitmeninės humanitarikos' in Lithuanian, where 'skaitmeninės' means 'digital' and 'humanitarikos' refers to 'humanities'. This maintains the original meaning while adapting it to the grammatical and linguistic context of Lithuanian.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
na,Nauru,Digital Humanities,Digital Humanities,49.0,1775244894.0,stop,gpt-4o-2024-08-06,70.0,119.0,"The Nauruan language has limited vocabulary for modern academic terms, and 'Digital Humanities' might be used as is due to lack of direct equivalent.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
lo,Lao,Digital Humanities,ມະນຸດດິຈິຕອນ,101.0,1775244860.0,stop,gpt-4o-2024-08-06,68.0,169.0,"The term 'Digital Humanities' can be translated into Lao by combining the words 'ມະນຸດ' (humanities) and 'ດິຈິຕອນ' (digital), which are used to represent modern digital concepts in the Lao language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
lg,Luganda,Digital Humanities,Bunnakatemba bwa Dijito,88.0,1775244852.0,stop,gpt-4o-2024-08-06,69.0,157.0,"The term 'Digital Humanities' can be translated into Luganda as 'Bunnakatemba bwa Dijito' which combines the concepts of 'digital' and 'humanities'. 'Dijito' refers to 'digital', while 'Bunnakatemba' encompasses scholarly and cultural activities similar to 'Humanities'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
lb,Luxembourgish,Digital Humanities,Digital Geeschterwëssenschaften,89.0,1775244849.0,stop,gpt-4o-2024-08-06,69.0,158.0,"The term 'Digital Humanities' is translated to 'Digital Geeschterwëssenschaften' in Luxembourgish, where 'Geeschter' relates to 'geist' or 'spirit' and 'Wëssenschaften' relates to 'sciences', collectively referring to the study of humanities supported by digital tools.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
nl,Dutch,Digital Humanities,Digital Humanities,33.0,1775244904.0,stop,gpt-4o-2024-08-06,68.0,101.0,The term 'Digital Humanities' is commonly used as is in Dutch academic and professional contexts.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
gd,Scottish Gaelic,Digital Humanities,Daonnachdan Didseatach,77.0,1775244540.0,stop,gpt-4o-2024-08-06,69.0,146.0,"The term 'Digital Humanities' is translated as 'Daonnachdan Didseatach' in Scottish Gaelic, where 'Daonnachdan' means 'Humanities' and 'Didseatach' corresponds to 'Digital.' This translation maintains the meaning and structure of the original term.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kw,Cornish,Digital Humanities,Tewynnethow Dijíthal,93.0,1775244843.0,stop,gpt-4o-2024-08-06,69.0,162.0,"The term 'Digital Humanities' translates to 'Tewynnethow Dijíthal' in Cornish, with 'tewynnethow' meaning 'humanities' (literally 'humanities'), and 'dijíthal' being a loanword from English to describe 'digital', reflecting the technological aspect of the field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ks,Kashmiri,Digital Humanities,ڈیجٕٹل علوم الانسانیت,92.0,1775244835.0,stop,gpt-4o-2024-08-06,70.0,162.0,"The term 'Digital Humanities' is translated to 'ڈیجٕٹل علوم الانسانیت' in Kashmiri, where 'ڈیجٕٹل' refers to 'Digital' and 'علوم الانسانیت' translates to 'Humanities'. This reflects the academic field that combines digital technology with the study of human culture and society.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
my,Burmese,Digital Humanities,ဒစ်ဂျစ်တယ် လူ့ဘောင်သာသနာ,66.0,1775244892.0,stop,gpt-4o-2024-08-06,68.0,134.0,"The term is translated by combining 'digital' and 'humanities' as understood in the Burmese language, ensuring it reflects the technological and academic domains within the cultural context.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
nb,Norwegian Bokmål,Digital Humanities,Digitale humaniora,66.0,1775244896.0,stop,gpt-4o-2024-08-06,70.0,136.0,"The term is translated by combining 'digitale' (the Norwegian word for 'digital') and 'humaniora' (the Norwegian word for 'humanities'), reflecting the interdisciplinary field that uses digital tools and methods in the study of the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
rn,Kirundi,Digital Humanities,Imbonezamushinga za Digitali,75.0,1775244948.0,stop,gpt-4o-2024-08-06,69.0,144.0,"The term 'Digital Humanities' translates to 'Imbonezamushinga za Digitali' in Kirundi, where 'Imbonezamushinga' aligns with the concept of sciences or studies, and 'za Digitali' indicates the digital aspect.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
oj,"Ojibwe, Ojibwa",Digital Humanities,Dizitalaani Aadzokewin,89.0,1775244922.0,stop,gpt-4o-2024-08-06,73.0,162.0,"The term 'Digital Humanities' could be translated to 'Dizitalaani Aadzokewin', attempting to capture the essence of the digital aspect ('dizitalaani') and the concept of humanities ('aadzokewin') which encompasses human studies and creative works in Ojibwe.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
rm,Romansh,Digital Humanities,Umanisticas digitalas,54.0,1775244946.0,stop,gpt-4o-2024-08-06,69.0,123.0,"The term 'Umanisticas digitalas' in Romansh captures the concept of integrating digital technology with humanities studies, aligning with similar translations in other Romance languages.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
qu,Quechua,Digital Humanities,Dijital Humanities,67.0,1775244944.0,stop,gpt-4o-2024-08-06,70.0,137.0,"Quechua language often incorporates loanwords for modern concepts, and 'Humanities' as an academic discipline may not have a direct equivalent. Thus, the term is likely to be adopted as is or with slight phonetic adaptation.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
pi,Pāli,Digital Humanities,Dijitalā Manussattā,78.0,1775244935.0,stop,gpt-4o-2024-08-06,69.0,147.0,"Pāli is an ancient language, and while direct modern technical terms might not exist, 'Dijitalā' is a transliteration of 'Digital', and 'Manussattā' corresponds to 'Humanities' as it relates to human affairs and nature.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ml,Malayalam,Digital Humanities,ഡിജിറ്റൽ ഹ്യൂമാനിറ്റീസ്,58.0,1775244881.0,stop,gpt-4o-2024-08-06,68.0,126.0,The term 'Digital Humanities' is translated by retaining the original English term because it is a field-specific term that is often used as-is in academic contexts.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mr,Marathi (Marāṭhī),Digital Humanities,डिजिटल मानविकी,68.0,1775244885.0,stop,gpt-4o-2024-08-06,75.0,143.0,"The term 'डिजिटल मानविकी' is a direct translation where 'डिजिटल' corresponds to 'Digital' and 'मानविकी' translates to 'Humanities', reflecting the interdisciplinary field that combines the study of humanities with digital technology.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ne,Nepali,Digital Humanities,डिजिटल मानवीकी,80.0,1775244900.0,stop,gpt-4o-2024-08-06,69.0,149.0,The term 'Digital Humanities' can be translated as 'डिजिटल मानवीकी' in Nepali where 'डिजिटल' is the phonetic translation of 'digital' and 'मानवीकी' means 'humanities.' This captures the interdisciplinary nature of the field involving digital technology and humanities.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
mt,Maltese,Digital Humanities,Xjenzi Umanistiċi Diġitali,96.0,1775244889.0,stop,gpt-4o-2024-08-06,69.0,165.0,"The term 'Digital Humanities' is translated into Maltese as 'Xjenzi Umanistiċi Diġitali' to maintain the original meaning, where 'Xjenzi Umanistiċi' refers to 'Humanities' and 'Diġitali' means 'Digital'. The translation follows the structure and preserves the technical connotation of the subject matter.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ss,Swati,Digital Humanities,Ubuntfu Bedijithali,64.0,1775244991.0,stop,gpt-4o-2024-08-06,69.0,133.0,The term 'Digital Humanities' combines 'Ubuntfu' meaning 'Humanities' and 'Bedijithali' referring to 'Digital'. This reflects the interdisciplinary field that integrates technology with humanities.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sr,Serbian,Digital Humanities,Дигиталне хуманистичке науке,66.0,1775244989.0,stop,gpt-4o-2024-08-06,68.0,134.0,The term 'Digital Humanities' is translated to 'Дигиталне хуманистичке науке' in Serbian to accurately convey the interdisciplinary nature of using digital tools and methods to study humanities.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sn,Shona,Digital Humanities,Dzidzo YeDigital,75.0,1775244981.0,stop,gpt-4o-2024-08-06,69.0,144.0,"The term 'Digital Humanities' translates to 'Dzidzo YeDigital' in Shona, where 'Dzidzo' refers to the field of study or humanities, and 'YeDigital' denotes the digital aspect, translating the concept while maintaining comprehension in Shona-speaking contexts.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sm,Samoan,Digital Humanities,Humanities Fa'akomepiuta,90.0,1775244979.0,stop,gpt-4o-2024-08-06,69.0,159.0,"In Samoan, 'Digital' can be translated to 'Fa'akomepiuta' as it refers to something related to computers or digital technology. 'Humanities' refers to academic disciplines and is often retained as is, but contextually understood. Thus, 'Digital Humanities' is appropriately translated to 'Humanities Fa'akomepiuta'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sl,Slovene,Digital Humanities,digitalna humanistika,47.0,1775244977.0,stop,gpt-4o-2024-08-06,69.0,116.0,"The term 'Digital Humanities' is commonly translated into Slovene as 'digitalna humanistika', reflecting the integration of digital technologies with humanistic disciplines.",,False,Digitalna humanistika,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
am,Amharic,Digital Humanities,ዲጂታል ሰውራዊ,71.0,1775244648.0,stop,gpt-4o-2024-08-06,70.0,141.0,"The term 'Digital Humanities' does not have a direct equivalent in Amharic, so it is translated by combining the transliteration of 'digital' and 'humanities' into its closest approximate meaning.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kg,Kongo,Digital Humanities,Zinungusila za Nza ya Kuanda,86.0,1775244814.0,stop,gpt-4o-2024-08-06,69.0,155.0,"The translation 'Zinungusila za Nza ya Kuanda' reflects the interdisciplinary nature of Digital Humanities, emphasizing 'Nza' (world or field) and 'Kuanda' (technology or innovation), which combine to convey the concept of digital methodologies applied to humanistic studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ab,Abkhaz,Digital Humanities,Цифратә гуманитартика,75.0,1775244225.0,stop,gpt-4o-2024-08-06,70.0,145.0,"The term 'Digital Humanities' is translated into Abkhaz by combining 'цифратә', which means 'digital', with 'гуманитартика', referring to 'humanities', maintaining the meaning of the interdisciplinary field that incorporates digital technologies and the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
pa,"Panjabi, Punjabi",Digital Humanities,ਡਿਜਿਟਲ ਮਾਨਵਕੀਆ,80.0,1775244932.0,stop,gpt-4o-2024-08-06,72.0,152.0,"The term 'Digital Humanities' is translated into Punjabi by using the equivalent terms for 'Digital' (ਡਿਜਿਟਲ) and 'Humanities' (ਮਾਨਵਕੀਆ), effectively conveying the same meaning in the Punjabi language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
lu,Luba-Katanga,Digital Humanities,biyambilayi ya numériki,94.0,1775244867.0,stop,gpt-4o-2024-08-06,71.0,165.0,"The translation 'biyambilayi ya numériki' is a compound of 'biyambilayi', meaning 'humanities', and 'numériki', yet 'digital' is commonly understood in the context even though a direct translation may be lacking. This approach mirrors the practice in other languages, integrating digital as a concept with the study of humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ln,Lingala,Digital Humanities,Bozwi ya Mayele ya Numerike,83.0,1775244858.0,stop,gpt-4o-2024-08-06,69.0,152.0,"The term 'Bozwi ya Mayele ya Numerike' captures 'Digital Humanities' by combining 'bozwi' (study), 'mayele' (intelligence or knowledge), and 'numerike' (digital), effectively conveying the study of digital methods applied to humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
se,Northern Sami,Digital Humanities,Digiála humanisttalašvuohta,77.0,1775244966.0,stop,gpt-4o-2024-08-06,69.0,146.0,"The term 'Digital Humanities' combines 'digiála', which refers to digital, and 'humanisttalašvuohta', which relates to humanities, to accurately represent the interdisciplinary field focused on the interaction of digital technology and humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tk,Turkmen,Digital Humanities,Sanly Ynsanperwer Ylymlary,73.0,1775245014.0,stop,gpt-4o-2024-08-06,69.0,142.0,"The term 'digital' translates to 'sanly' and 'humanities' translates to 'ynsanperwer ylymlary' in Turkmen, reflecting the disciplines that use digital tools to study human culture and experiences.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
tn,Tswana,Digital Humanities,Sengolwane sa Diphetogo,87.0,1775245021.0,stop,gpt-4o-2024-08-06,69.0,156.0,"The phrase 'Digital Humanities' does not have a direct translation in Tswana. However, 'Sengolwane' refers to 'digital', and 'Diphetogo' can be used to describe 'humanities' in the context of capturing changes in humanistic knowledge facilitated by digital tools.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sa,Sanskrit (Saṁskṛta),Digital Humanities,सङ्घणन मानविकी,90.0,1775244958.0,stop,gpt-4o-2024-08-06,75.0,165.0,"The term 'Digital Humanities' is translated as 'सङ्घणन मानविकी' in Sanskrit, where 'सङ्घणन' refers to 'digital' or computational processes, and 'मानविकी' refers to 'humanities'. The combination effectively conveys the interdisciplinary field integrating technology with the study of human culture.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
zh,Chinese,Digital Humanities,数字人文,41.0,1775245068.0,stop,gpt-4o-2024-08-06,68.0,109.0,The term '数字人文' is commonly used in Chinese academia to describe the interdisciplinary field combining digital technology and humanities research.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sd,Sindhi,Digital Humanities,ڊجيٽل هومينٽيز,100.0,1775244962.0,stop,gpt-4o-2024-08-06,69.0,169.0,The term 'Digital Humanities' is translated to 'ڊجيٽل هومينٽيز' in Sindhi by transliterating it because it represents a relatively new academic field that may not have a direct traditional equivalent in the Sindhi language. The transliteration helps in retaining the phonetic sound of the original English term while making it accessible to Sindhi speakers.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
rw,Kinyarwanda,Digital Humanities,ubumenyi bugezweho bwo gucukumbura iby'abantu,82.0,1775244955.0,stop,gpt-4o-2024-08-06,71.0,153.0,"The term represents the modern scientific study of human culture and history using digital tools, and is conveyed by 'ubumenyi bugezweho' (modern knowledge) and 'gucukumbura iby'abantu' (study of human matters).",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kr,Kanuri,Digital Humanities,Dijital Al'umma,84.0,1775244833.0,stop,gpt-4o-2024-08-06,69.0,153.0,"The term 'Digital Humanities' can be translated into Kanuri as 'Dijital Al'umma'. 'Dijital' is the direct adaptation of the word 'Digital', while 'Al'umma' captures the concept of 'humanities' as it relates to society and people.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
os,"Ossetian, Ossetic",Digital Humanities,Цифрӕт гуманитармаг,71.0,1775244930.0,stop,gpt-4o-2024-08-06,74.0,145.0,"The term 'Цифрӕт' refers to 'digital' and 'гуманитармаг' refers to 'humanities' in the Ossetic language, accurately reflecting the concept of 'Digital Humanities'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sh,Serbo-Crotian,Digital Humanities,Digitalna humanistika,84.0,1775244971.0,stop,gpt-4o-2024-08-06,72.0,156.0,The term 'Digital Humanities' is translated as 'Digitalna humanistika' in Serbo-Croatian by directly translating 'Digital' to 'Digitalna' and 'Humanities' to 'humanistika'. The term is used in academic contexts to refer to the use of digital tools and methods in humanities research.,,False,Дигиталне хуманистичке науке,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
or,Oriya,Digital Humanities,ଡିଜିଟାଲ୍ ହ୍ୟୁମାନିଟିଜ୍,74.0,1775244928.0,stop,gpt-4o-2024-08-06,69.0,143.0,The term 'Digital Humanities' is commonly transliterated into Oriya as it is a proper noun and represents a specific field of study; hence it retains its phonetic form.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
bh,Bihari,Digital Humanities,डिजिटल मानविकी,77.0,1775244273.0,stop,gpt-4o-2024-08-06,70.0,147.0,"The term 'Digital Humanities' is translated as 'डिजिटल मानविकी' in Bihari because 'डिजिटल' reflects the technological aspect and 'मानविकी' refers to the humanities, aligning with common adaptations in Indo-Aryan languages.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ar,Arabic,Digital Humanities,العلوم الإنسانية الرقمية,66.0,1775244243.0,stop,gpt-4o-2024-08-06,68.0,134.0,"The term 'Digital Humanities' is translated as a combination of 'العلوم الإنسانية' (Humanities) and 'الرقمية' (Digital), reflecting the interdisciplinary nature of the field that integrates digital technology with humanities disciplines.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sq,Albanian,Digital Humanities,Humanitetet Dixhitale,75.0,1775244238.0,stop,gpt-4o-2024-08-06,69.0,144.0,"The English term 'Digital Humanities' translates to 'Humanitetet Dixhitale' in Albanian, where 'humanitetet' refers to 'humanities' and 'dixhitale' translates to 'digital', keeping the structure and meaning of the original term intact.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
af,Afrikaans,Digital Humanities,Digitale Geesteswetenskappe,87.0,1775244231.0,stop,gpt-4o-2024-08-06,69.0,156.0,"The term 'Digital Humanities' in Afrikaans is translated as 'Digitale Geesteswetenskappe' because 'Digitale' means 'Digital' and 'Geesteswetenskappe' is the direct translation for 'Humanities', combining the concepts of technology and humanistic study in the Afrikaner language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
bn,Bengali,Digital Humanities,ডিজিটাল মানববিদ্যা,68.0,1775244271.0,stop,gpt-4o-2024-08-06,68.0,136.0,"The term 'ডিজিটাল' is a direct transliteration of 'Digital', and 'মানববিদ্যা' is the Bengali word for 'Humanities', capturing the essence of academic studies related to human culture.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
bi,Bislama,Digital Humanities,Digital Humanities,48.0,1775244275.0,stop,gpt-4o-2024-08-06,70.0,118.0,"Bislama often uses English terms for modern concepts, especially in technology and academia, due to limited native vocabulary that captures complex or new ideas.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
